County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",Recent 5-Year Trend in Death Rates
Potter County,5,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,113.3 ,113.3 
Tarrant County,94,falling,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,97.8 ,97.8 
Jefferson County,9,stable,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,96.8 ,96.8 
Dallas County,117,falling,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,90.8 ,90.8 
Harris County,288,falling,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,90.5 ,90.5 
El Paso County,11,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,87.9 ,87.9 
Galveston County,11,stable,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,85.4 ,85.4 
Bexar County,47,falling,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,85.1 ,85.1 
Travis County,43,stable,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,83.3 ,83.3 
Montgomery County,10,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,81.4 ,81.4 
Brazoria County,16,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,80.2 ,80.2 
Denton County,38,stable,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,80.0 ,80.0 
Fort Bend County,101,falling,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,75.5 ,75.5 
Brazos County,3,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,71.1 ,71.1 
Collin County,67,stable,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,71.1 ,71.1 
Williamson County,16,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,62.6 ,62.6 
Nueces County,5,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,62.1 ,62.1 
Hidalgo County,4,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,61.0 ,61.0 
Anderson County,19,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,344.5 ,344.5 
Martin County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,291.5 ,291.5 
Jim Hogg County,11,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,204.2 ,204.2 
Mitchell County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,193.6 ,193.6 
Kinney County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,192.8 ,192.8 
Duval County,23,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,184.6 ,184.6 
Lamb County,10,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,175.2 ,175.2 
Palo Pinto County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,172.8 ,172.8 
Jackson County,5,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,170.6 ,170.6 
Floyd County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,170.5 ,170.5 
Brooks County,14,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,169.7 ,169.7 
Refugio County,7,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,169.4 ,169.4 
Swisher County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,169.3 ,169.3 
Polk County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,166.8 ,166.8 
Lynn County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,165.9 ,165.9 
Castro County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,164.6 ,164.6 
Bee County,25,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,164.2 ,164.2 
Dawson County,9,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,160.7 ,160.7 
Kleberg County,31,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,160.7 ,160.7 
La Salle County,9,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,160.2 ,160.2 
San Patricio County,52,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,160.0 ,160.0 
Hill County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,159.4 ,159.4 
McCulloch County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,159.1 ,159.1 
Zavala County,18,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,157.2 ,157.2 
Frio County,20,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,156.6 ,156.6 
Aransas County,9,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,155.4 ,155.4 
Karnes County,11,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,154.2 ,154.2 
Deaf Smith County,12,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,153.5 ,153.5 
Jim Wells County,52,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,153.2 ,153.2 
Randall County,15,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,152.9 ,152.9 
Uvalde County,27,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,152.7 ,152.7 
Austin County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,152.5 ,152.5 
Matagorda County,16,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,152.3 ,152.3 
Caldwell County,25,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,151.7 ,151.7 
Hockley County,11,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,151.3 ,151.3 
Potter County,36,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,151.0 ,151.0 
Victoria County,52,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,150.6 ,150.6 
Yoakum County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,149.5 ,149.5 
Falls County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,149.0 ,149.0 
Ector County,74,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,148.6 ,148.6 
Taylor County,28,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,145.8 ,145.8 
Kaufman County,12,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,145.7 ,145.7 
Sutton County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,145.1 ,145.1 
Crosby County,4,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,144.7 ,144.7 
Terry County,7,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,143.7 ,143.7 
Robertson County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,143.5 ,143.5 
Maverick County,71,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,143.4 ,143.4 
Burleson County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,143.2 ,143.2 
Midland County,52,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,142.8 ,142.8 
Starr County,74,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,141.4 ,141.4 
Lubbock County,94,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,140.4 ,140.4 
Howard County,15,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,139.8 ,139.8 
Hale County,19,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,139.2 ,139.2 
Dimmit County,14,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,138.5 ,138.5 
Val Verde County,55,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,137.4 ,137.4 
Nolan County,7,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,136.0 ,136.0 
Winkler County,5,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,136.0 ,136.0 
DeWitt County,9,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,135.3 ,135.3 
Bexar County,1204,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,132.6 ,132.6 
Brazoria County,79,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,131.5 ,131.5 
Gonzales County,10,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,130.9 ,130.9 
Webb County,252,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,130.6 ,130.6 
Atascosa County,36,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,129.9 ,129.9 
Wilson County,23,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,128.9 ,128.9 
Wharton County,16,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,128.5 ,128.5 
Washington County,3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,128.2 ,128.2 
Brown County,7,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,128.2 ,128.2 
Bastrop County,21,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,127.8 ,127.8 
El Paso County,803,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,127.6 ,127.6 
Coryell County,7,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,125.9 ,125.9 
Kerr County,13,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,125.7 ,125.7 
Grimes County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,125.4 ,125.4 
Bell County,51,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,125.1 ,125.1 
Hays County,52,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,124.7 ,124.7 
Ellis County,27,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,124.7 ,124.7 
Gaines County,6,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,124.3 ,124.3 
Galveston County,65,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,124.2 ,124.2 
Tom Green County,43,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,123.4 ,123.4 
Nueces County,258,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,123.0 ,123.0 
Guadalupe County,53,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,122.4 ,122.4 
Wichita County,17,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,122.3 ,122.3 
Willacy County,23,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,121.8 ,121.8 
Reeves County,13,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,121.3 ,121.3 
Johnson County,23,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,120.8 ,120.8 
Parker County,9,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,119.6 ,119.6 
Cameron County,387,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,119.4 ,119.4 
Angelina County,11,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,118.7 ,118.7 
Calhoun County,10,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,116.8 ,116.8 
Waller County,7,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,116.6 ,116.6 
Hidalgo County,671,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,116.0 ,116.0 
Colorado County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,115.8 ,115.8 
Medina County,28,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,112.2 ,112.2 
Milam County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,110.7 ,110.7 
Titus County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,107.3 ,107.3 
Parmer County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,107.0 ,107.0 
Ward County,6,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,107.0 ,107.0 
Jones County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,106.1 ,106.1 
McLennan County,38,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,106.1 ,106.1 
Lampasas County,3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,105.4 ,105.4 
Goliad County,3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,105.3 ,105.3 
Brewster County,5,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,105.2 ,105.2 
Brazos County,24,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,105.1 ,105.1 
Walker County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,104.9 ,104.9 
Kendall County,7,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,104.8 ,104.8 
Rusk County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,104.7 ,104.7 
Travis County,203,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,104.7 ,104.7 
Harris County,1066,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,104.2 ,104.2 
Tarrant County,285,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,103.9 ,103.9 
Liberty County,8,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,102.1 ,102.1 
Andrews County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,102.0 ,102.0 
Dallas County,488,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,101.4 ,101.4 
Scurry County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,101.0 ,101.0 
Moore County,8,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,100.8 ,100.8 
Cooke County,3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,99.2 ,99.2 
Zapata County,11,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,97.2 ,97.2 
Williamson County,63,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,96.8 ,96.8 
Navarro County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,96.5 ,96.5 
Hood County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,95.9 ,95.9 
Hunt County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,95.2 ,95.2 
Grayson County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,94.1 ,94.1 
Comal County,27,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,93.4 ,93.4 
Fort Bend County,102,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,92.5 ,92.5 
Live Oak County,5,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,88.5 ,88.5 
Rockwall County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,85.0 ,85.0 
Cherokee County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,84.6 ,84.6 
Henderson County,4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,84.2 ,84.2 
Burnet County,5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,83.1 ,83.1 
Collin County,55,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,82.7 ,82.7 
Jefferson County,22,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,82.5 ,82.5 
Pecos County,8,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,81.7 ,81.7 
Montgomery County,51,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,81.2 ,81.2 
Gray County,3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,80.9 ,80.9 
Denton County,55,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,80.8 ,80.8 
Wise County,6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,80.0 ,80.0 
Erath County,3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,79.2 ,79.2 
Gregg County,7,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,71.8 ,71.8 
Gillespie County,3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,69.4 ,69.4 
Smith County,13,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,65.2 ,65.2 
Presidio County,6,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,65.0 ,65.0 
Piute County,5,*,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,199.7 ,199.7 
Kane County,18,rising,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.5 ,170.5 
Beaver County,10,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.1 ,160.1 
Duchesne County,28,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,158.6 ,158.6 
Grand County,19,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.8 ,156.8 
Carbon County,37,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.4 ,152.4 
Sevier County,36,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,146.2 ,146.2 
Tooele County,68,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,141.6 ,141.6 
Iron County,62,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,140.6 ,140.6 
Uintah County,38,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,135.2 ,135.2 
San Juan County,12,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,128.7 ,128.7 
Salt Lake County,1147,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,128.4 ,128.4 
Weber County,275,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,126.5 ,126.5 
Wasatch County,31,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,122.4 ,122.4 
Utah County,424,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,118.5 ,118.5 
Emery County,15,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,118.0 ,118.0 
Morgan County,11,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,117.6 ,117.6 
Box Elder County,61,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,115.6 ,115.6 
Cache County,102,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,115.4 ,115.4 
Garfield County,8,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,114.7 ,114.7 
Rich County,3,*,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,113.8 ,113.8 
Sanpete County,33,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,113.5 ,113.5 
Juab County,11,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,113.3 ,113.3 
Davis County,293,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,112.8 ,112.8 
Millard County,17,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,109.0 ,109.0 
Washington County,252,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,106.6 ,106.6 
Wayne County,4,stable,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,104.5 ,104.5 
Summit County,35,falling,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,101.6 ,101.6 
Tooele County,5,*,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,114.5 ,114.5 
Salt Lake County,92,stable,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,113.5 ,113.5 
Cache County,4,*,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,112.8 ,112.8 
Washington County,8,*,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,104.1 ,104.1 
Weber County,19,stable,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,103.3 ,103.3 
Utah County,23,stable,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,97.4 ,97.4 
