,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates
52,Pendleton County  6,45,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,175.1 ",-0.1 
53,Doddridge County  6,42,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,158.6 ",1.9 
54,Grant County  6,64,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,157.7 ",-0.5 
55,Hardy County  6,66,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,090.8 ",-1.4 
56,Calhoun County  6,39,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,087.3 ",-2.2 
2,Mingo County  6,92,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,334.7 ,1.3 
3,Lincoln County  6,76,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,326.2 ,1.7 
4,Boone County  6,82,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,323.4 ,1.8 
5,Webster County  6,31,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,322.7 ,2.2 
6,Logan County  6,121,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,307.9 ,1.3 
7,Roane County  6,49,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,303.4 ,2.0 
8,Wayne County  6,128,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,292.2 ,7.7 
9,Tucker County  6,23,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,291.0 ,-0.7 
10,Lewis County  6,53,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,288.3 ,0.6 
11,Fayette County  6,143,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,288.0 ,1.1 
12,Braxton County  6,44,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,280.8 ,2.9 
13,Greenbrier County  6,106,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,280.8 ,0.5 
14,Clay County  6,28,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,279.1 ,-0.5 
15,Raleigh County  6,228,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,277.1 ,1.4 
16,McDowell County  6,64,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,277.1 ,0.3 
17,Cabell County  6,260,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,276.9 ,0.6 
18,Kanawha County  6,562,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,275.3 ,0.6 
19,Harrison County  6,208,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,275.2 ,0.5 
20,Gilmer County  6,23,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,274.6 ,1.9 
21,Marion County  6,155,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,270.2 ,1.2 
22,Pleasants County  6,23,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,267.8 ,0.1 
23,Wetzel County  6,45,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,267.5 ,-0.5 
24,Monroe County  6,37,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.9 ,1.6 
25,Wood County  6,246,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,265.3 ,0.3 
26,Taylor County  6,49,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,260.8 ,1.3 
27,Wirt County  6,17,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,260.0 ,-0.5 
28,Mason County  6,78,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,259.0 ,1.1 
29,Mercer County  6,166,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.9 ,0.5 
30,Nicholas County  6,72,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.7 ,0.1 
31,Putnam County  6,159,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.6 ,0.2 
32,Brooke County  6,65,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.6 ,0.8 
33,Jackson County  6,86,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.5 ,0.4 
34,Ohio County  6,116,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.2 ,-0.2 
35,Hampshire County  6,64,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.6 ,0.6 
36,Hancock County  6,86,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,247.5 ,-0.4 
37,Preston County  6,95,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.2 ,7.3 
38,Barbour County  6,40,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.0 ,0.8 
39,Mineral County  6,72,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.5 ,-0.3 
40,Monongalia County  6,219,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.1 ,0.3 
41,Randolph County  6,74,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.7 ,1.3 
42,Berkeley County  6,293,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,240.6 ,-0.6 
43,Summers County  6,36,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.6 ,1.5 
44,Wyoming County  6,59,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.4 ,-0.7 
45,Pocahontas County  6,24,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.7 ,-0.4 
46,Ritchie County  6,26,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.3 ,1.0 
47,Tyler County  6,26,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.1 ,-1.0 
48,Marshall County  6,85,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.1 ,0.5 
49,Jefferson County  6,148,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.7 ,-1.6 
50,Upshur County  6,60,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.3 ,-0.9 
51,Calhoun County  6,20,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,220.5 ,0.9 
52,Grant County  6,28,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,220.2 ,0.9 
53,Hardy County  6,32,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,213.4 ,0.7 
54,Morgan County  6,45,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.2 ,0.1 
55,Doddridge County  6,19,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,180.8 ,3.7 
56,Pendleton County  6,15,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,176.2 ,-28.8 
2,Pleasants County  6,33,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,399.8 ",0.5 
3,Logan County  6,145,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,369.0 ",-0.3 
4,Lewis County  6,75,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,356.2 ",-0.1 
5,Mingo County  6,96,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,298.7 ",-0.7 
6,Clay County  6,38,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,285.6 ",-0.8 
7,Webster County  6,41,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,259.9 ",0.3 
8,Gilmer County  6,30,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,232.9 ",0.5 
9,Harrison County  6,273,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,186.0 ",-0.7 
10,Marion County  6,227,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,174.1 ",-0.3 
11,Putnam County  6,206,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,165.1 ",-1.1 
12,Cabell County  6,363,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,155.4 ",-0.4 
13,Upshur County  6,101,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,142.2 ",-0.1 
14,Berkeley County  6,327,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,125.3 ",-0.7 
15,Wetzel County  6,73,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,112.7 ",-2.4 
16,Mason County  6,111,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,112.0 ",-1.1 
17,Hancock County  6,134,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,106.2 ",-1.9 
18,Wyoming County  6,87,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,091.8 ",-0.6 
19,Boone County  6,86,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,072.0 ",-0.3 
20,Jackson County  6,114,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,037.3 ",-1.1 
21,Raleigh County  6,296,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,035.2 ",-0.3 
22,Wayne County  6,164,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,032.9 ",-0.7 
23,Lincoln County  6,78,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,013.7 ",-2.0 
24,Wirt County  6,23,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,012.6 ",-1.5 
25,Kanawha County  6,715,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,010.2 ",-1.1 
26,Ohio County  6,173,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,007.4 ",-1.0 
27,Mercer County  6,247,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,993.8 ",-2.1 
28,Monongalia County  6,238,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,991.4 ",4.1 
29,Fayette County  6,169,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,989.6 ",-0.6 
30,Greenbrier County  6,153,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,986.5 ",-2.2 
31,Randolph County  6,118,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,984.1 ",-0.3 
32,Jefferson County  6,163,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,971.3 ",-1.8 
33,Brooke County  6,99,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,968.1 ",-1.0 
34,Tucker County  6,33,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,967.4 ",-2.5 
35,Wood County  6,324,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,963.4 ",-1.4 
36,Pocahontas County  6,40,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,944.6 ",0.4 
37,Barbour County  6,61,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,929.6 ",-1.7 
38,Preston County  6,120,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,912.9 ",-0.2 
39,Morgan County  6,72,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,908.2 ",-0.2 
40,Roane County  6,55,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,884.1 ",-1.2 
41,Taylor County  6,60,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,870.4 ",-0.1 
42,Mineral County  6,103,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,868.6 ",-1.7 
43,Ritchie County  6,40,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,867.6 ",-1.8 
44,Nicholas County  6,97,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,859.1 ",-1.2 
45,McDowell County  6,70,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,850.4 ",-1.3 
46,Hampshire County  6,89,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,832.1 ",-4.9 
47,Monroe County  6,58,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,829.9 ",-1.4 
48,Marshall County  6,115,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,775.5 ",-1.6 
49,Tyler County  6,34,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,772.3 ",-1.5 
50,Pendleton County  6,32,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,772.0 ",0.4 
51,Grant County  6,43,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,640.6 ",-1.2 
52,Doddridge County  6,27,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,635.8 ",1.0 
53,Summers County  6,47,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,553.1 ",-0.5 
54,Braxton County  6,47,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,546.0 ",-1.2 
55,Hardy County  6,43,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,540.1 ",-2.2 
56,Calhoun County  6,24,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,477.6 ",-3.5 
2,Burnett County  6,10,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,140.4 ,5.7 
3,Lafayette County  6,12,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,139.1 ,4.8 
4,Oconto County  6,29,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,135.8 ,6.7 
5,Oneida County  6,23,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,132.2 ,0.7 
6,Marquette County  6,10,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.5 ,1.2 
7,Langlade County  6,12,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,129.0 ,2.2 
8,Clark County  6,24,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,128.2 ,0.0 
9,Vilas County  6,12,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,128.0 ,2.1 
10,Manitowoc County  6,55,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.3 ,1.3 
11,Rusk County  6,9,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.7 ,1.6 
12,Adams County  6,12,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.4 ,2.3 
13,Ozaukee County  6,60,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.4 ,1.0 
14,Fond du Lac County  6,71,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.0 ,0.8 
15,Marinette County  6,25,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.5 ,0.7 
16,Jefferson County  6,61,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.4 ,2.0 
17,Taylor County  6,13,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.0 ,1.4 
18,Barron County  6,28,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.0 ,2.2 
19,Washington County  6,95,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.9 ,0.9 
20,Monroe County  6,30,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.6 ,2.6 
21,Waukesha County  6,270,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.9 ,0.8 
22,Crawford County  6,10,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.7 ,-0.3 
23,Marathon County  6,93,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.4 ,0.9 
24,Kewaunee County  6,13,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.5 ,0.3 
25,Columbia County  6,39,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.2 ,0.1 
26,Vernon County  6,18,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.0 ,0.7 
27,Rock County  6,109,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.3 ,0.9 
28,Sauk County  6,42,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.2 ,0.0 
29,Green County  6,24,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.7 ,0.9 
30,Racine County  6,131,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.6 ,1.2 
31,Dane County  6,373,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.0 ,0.9 
32,Grant County  6,29,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.8 ,2.5 
33,Kenosha County  6,117,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.7 ,0.8 
34,Calumet County  6,36,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.4 ,1.0 
35,Brown County  6,176,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.3 ,0.2 
36,Juneau County  6,17,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.1 ,0.7 
37,La Crosse County  6,71,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.8 ,1.1 
38,Sheboygan County  6,73,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.0 ,0.3 
39,Outagamie County  6,124,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.9 ,1.0 
40,Washburn County  6,8,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.7 ,-0.2 
41,Wood County  6,43,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.6 ,1.1 
42,Waupaca County  6,31,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.0 ,0.8 
43,Milwaukee County  6,622,rising,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.8 ,0.4 
44,Sawyer County  6,9,stable,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.5 ,3.0 
