average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
24,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.0 ,174.0 ,"Franklin County, TX",60.0,10603,10677,10798,10778,10725,43569,44202,44358,48222,50630
55,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.8 ,172.8 ,"Uvalde County, TX",61.0,26949,27081,27043,26787,26741,37700,36913,39610,39725,44690
27,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,156.6 ,156.6 ,"Uvalde County, TX",61.0,26949,27081,27043,26787,26741,37700,36913,39610,39725,44690
28,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,202.8 ,202.8 ,"Uvalde County, TX",61.0,26949,27081,27043,26787,26741,37700,36913,39610,39725,44690
27,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,152.7 ,152.7 ,"Uvalde County, TX",61.0,26949,27081,27043,26787,26741,37700,36913,39610,39725,44690
16,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.6 ,172.6 ,"Swisher County, TX",61.0,7477,7428,7446,7413,7397,40584,38790,41264,43084,44388
4,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,175.4 ,175.4 ,"Swisher County, TX",61.0,7477,7428,7446,7413,7397,40584,38790,41264,43084,44388
13,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.2 ,178.2 ,"Swisher County, TX",61.0,7477,7428,7446,7413,7397,40584,38790,41264,43084,44388
4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,169.3 ,169.3 ,"Swisher County, TX",61.0,7477,7428,7446,7413,7397,40584,38790,41264,43084,44388
32,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.3 ,172.3 ,"Blanco County, TX",56.0,11029,11301,11481,11648,11931,53449,57634,62115,64832,68404
29,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.9 ,172.9 ,"Blanco County, TX",56.0,11029,11301,11481,11648,11931,53449,57634,62115,64832,68404
68,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.3 ,172.3 ,"Palo Pinto County, TX",53.0,27966,28125,28544,28874,29189,42932,43589,45869,46067,50159
6,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,180.2 ,180.2 ,"Palo Pinto County, TX",53.0,27966,28125,28544,28874,29189,42932,43589,45869,46067,50159
62,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.0 ,172.0 ,"Palo Pinto County, TX",53.0,27966,28125,28544,28874,29189,42932,43589,45869,46067,50159
6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,172.8 ,172.8 ,"Palo Pinto County, TX",53.0,27966,28125,28544,28874,29189,42932,43589,45869,46067,50159
527,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.2 ,172.2 ,"Galveston County, TX",56.66666667,320974,328820,334633,337858,342139,66173,64155,69674,71959,73214
65,falling,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,130.7 ,130.7 ,"Galveston County, TX",56.66666667,320974,328820,334633,337858,342139,66173,64155,69674,71959,73214
461,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.9 ,179.9 ,"Galveston County, TX",56.66666667,320974,328820,334633,337858,342139,66173,64155,69674,71959,73214
106,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,222.8 ,222.8 ,"Galveston County, TX",56.66666667,320974,328820,334633,337858,342139,66173,64155,69674,71959,73214
11,stable,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,85.4 ,85.4 ,"Galveston County, TX",56.66666667,320974,328820,334633,337858,342139,66173,64155,69674,71959,73214
65,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,124.2 ,124.2 ,"Galveston County, TX",56.66666667,320974,328820,334633,337858,342139,66173,64155,69674,71959,73214
15,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.8 ,171.8 ,"Brooks County, TX",50.0,7190,7190,7132,7099,7093,30124,27703,28106,30116,31410
14,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,171.9 ,171.9 ,"Brooks County, TX",50.0,7190,7190,7132,7099,7093,30124,27703,28106,30116,31410
14,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,169.7 ,169.7 ,"Brooks County, TX",50.0,7190,7190,7132,7099,7093,30124,27703,28106,30116,31410
40,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.7 ,171.7 ,"Freestone County, TX",56.0,19746,19669,19649,19789,19717,48057,45681,47616,49317,52511
38,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.0 ,175.0 ,"Freestone County, TX",56.0,19746,19669,19649,19789,19717,48057,45681,47616,49317,52511
6,stable,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,150.0 ,150.0 ,"Freestone County, TX",56.0,19746,19669,19649,19789,19717,48057,45681,47616,49317,52511
35,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.5 ,171.5 ,"Callahan County, TX",53.0,13589,13789,13968,13990,13943,44450,45727,45843,50330,50812
34,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.2 ,177.2 ,"Callahan County, TX",53.0,13589,13789,13968,13990,13943,44450,45727,45843,50330,50812
238,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.1 ,171.1 ,"Taylor County, TX",,136133,136257,136634,137294,138034,47388,48215,50338,48040,54465
28,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,155.3 ,155.3 ,"Taylor County, TX",,136133,136257,136634,137294,138034,47388,48215,50338,48040,54465
210,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.8 ,174.8 ,"Taylor County, TX",,136133,136257,136634,137294,138034,47388,48215,50338,48040,54465
16,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,211.4 ,211.4 ,"Taylor County, TX",,136133,136257,136634,137294,138034,47388,48215,50338,48040,54465
4,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,121.6 ,121.6 ,"Taylor County, TX",,136133,136257,136634,137294,138034,47388,48215,50338,48040,54465
28,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,145.8 ,145.8 ,"Taylor County, TX",,136133,136257,136634,137294,138034,47388,48215,50338,48040,54465
397,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.9 ,170.9 ,"Bell County, TX",,336076,341094,347377,355397,362924,48894,51993,52164,54292,54831
49,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,134.6 ,134.6 ,"Bell County, TX",,336076,341094,347377,355397,362924,48894,51993,52164,54292,54831
348,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.2 ,178.2 ,"Bell County, TX",,336076,341094,347377,355397,362924,48894,51993,52164,54292,54831
87,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,182.0 ,182.0 ,"Bell County, TX",,336076,341094,347377,355397,362924,48894,51993,52164,54292,54831
16,stable,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,117.5 ,117.5 ,"Bell County, TX",,336076,341094,347377,355397,362924,48894,51993,52164,54292,54831
51,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,125.1 ,125.1 ,"Bell County, TX",,336076,341094,347377,355397,362924,48894,51993,52164,54292,54831
6,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.5 ,170.5 ,"Schleicher County, TX",,3195,3057,2989,2880,2793,53886,47258,45821,47317,53286
3,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.1 ,155.1 ,"Schleicher County, TX",,3195,3057,2989,2880,2793,53886,47258,45821,47317,53286
6,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.4 ,170.4 ,"Edwards County, TX",59.0,1910,1908,1929,1908,1932,37567,36539,35164,37812,40424
4,*,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.6 ,182.6 ,"Edwards County, TX",59.0,1910,1908,1929,1908,1932,37567,36539,35164,37812,40424
89,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.4 ,170.4 ,"Brown County, TX",62.0,37736,38039,37815,37820,37864,41981,43770,41538,47097,56040
7,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,132.7 ,132.7 ,"Brown County, TX",62.0,37736,38039,37815,37820,37864,41981,43770,41538,47097,56040
82,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.7 ,174.7 ,"Brown County, TX",62.0,37736,38039,37815,37820,37864,41981,43770,41538,47097,56040
7,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,128.2 ,128.2 ,"Brown County, TX",62.0,37736,38039,37815,37820,37864,41981,43770,41538,47097,56040
37,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.2 ,170.2 ,"Jones County, TX",52.0,19966,19971,19827,19866,20083,41871,40931,44132,43903,51094
4,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,111.7 ,111.7 ,"Jones County, TX",52.0,19966,19971,19827,19866,20083,41871,40931,44132,43903,51094
33,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.8 ,180.8 ,"Jones County, TX",52.0,19966,19971,19827,19866,20083,41871,40931,44132,43903,51094
4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,106.1 ,106.1 ,"Jones County, TX",52.0,19966,19971,19827,19866,20083,41871,40931,44132,43903,51094
28,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.8 ,169.8 ,"Clay County, TX",53.0,10359,10251,10484,10448,10471,51234,49171,53438,58356,59983
28,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.9 ,173.9 ,"Clay County, TX",53.0,10359,10251,10484,10448,10471,51234,49171,53438,58356,59983
32,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.7 ,169.7 ,"Scurry County, TX",,17570,17394,17003,16812,16703,57385,50316,51772,53059,56299
5,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,105.4 ,105.4 ,"Scurry County, TX",,17570,17394,17003,16812,16703,57385,50316,51772,53059,56299
27,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,186.2 ,186.2 ,"Scurry County, TX",,17570,17394,17003,16812,16703,57385,50316,51772,53059,56299
5,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,101.0 ,101.0 ,"Scurry County, TX",,17570,17394,17003,16812,16703,57385,50316,51772,53059,56299
45,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.6 ,169.6 ,"Limestone County, TX",61.0,23442,23472,23391,23343,23437,40655,39382,41434,43226,43644
43,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.0 ,181.0 ,"Limestone County, TX",61.0,23442,23472,23391,23343,23437,40655,39382,41434,43226,43644
11,stable,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,239.8 ,239.8 ,"Limestone County, TX",61.0,23442,23472,23391,23343,23437,40655,39382,41434,43226,43644
41,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.5 ,169.5 ,"Hockley County, TX",48.0,23310,23043,22977,22971,23021,48768,46856,48449,46764,51149
11,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,157.7 ,157.7 ,"Hockley County, TX",48.0,23310,23043,22977,22971,23021,48768,46856,48449,46764,51149
30,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.8 ,181.8 ,"Hockley County, TX",48.0,23310,23043,22977,22971,23021,48768,46856,48449,46764,51149
11,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,151.3 ,151.3 ,"Hockley County, TX",48.0,23310,23043,22977,22971,23021,48768,46856,48449,46764,51149
12,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.8 ,168.8 ,"Winkler County, TX",,8027,7915,7605,7778,8010,55331,53312,51965,56781,64894
5,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,140.5 ,140.5 ,"Winkler County, TX",,8027,7915,7605,7778,8010,55331,53312,51965,56781,64894
7,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,188.1 ,188.1 ,"Winkler County, TX",,8027,7915,7605,7778,8010,55331,53312,51965,56781,64894
5,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,136.0 ,136.0 ,"Winkler County, TX",,8027,7915,7605,7778,8010,55331,53312,51965,56781,64894
13,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.6 ,168.6 ,"Childress County, TX",,7169,7204,7269,7315,7306,37732,39140,40925,42291,44095
12,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,188.9 ,188.9 ,"Childress County, TX",,7169,7204,7269,7315,7306,37732,39140,40925,42291,44095
47,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.1 ,168.1 ,"Lampasas County, TX",,20362,20524,20861,21134,21428,50985,52637,55759,55151,58817
44,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.4 ,175.4 ,"Lampasas County, TX",,20362,20524,20861,21134,21428,50985,52637,55759,55151,58817
3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,105.4 ,105.4 ,"Lampasas County, TX",,20362,20524,20861,21134,21428,50985,52637,55759,55151,58817
68,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.0 ,168.0 ,"Cass County, TX",52.0,30140,30058,29966,30106,30026,39274,40597,40104,44154,44529
67,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.3 ,168.3 ,"Cass County, TX",52.0,30140,30058,29966,30106,30026,39274,40597,40104,44154,44529
14,stable,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,206.0 ,206.0 ,"Cass County, TX",52.0,30140,30058,29966,30106,30026,39274,40597,40104,44154,44529
4,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,167.5 ,167.5 ,"Oldham County, TX",54.0,2064,2074,2104,2118,2112,53797,54212,55451,56590,59404
3,*,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.9 ,176.9 ,"Oldham County, TX",54.0,2064,2074,2104,2118,2112,53797,54212,55451,56590,59404
466,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,167.5 ,167.5 ,"Brazoria County, TX",52.0,345227,353155,361853,368887,374264,71230,74510,80840,74225,83704
78,falling,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,136.0 ,136.0 ,"Brazoria County, TX",52.0,345227,353155,361853,368887,374264,71230,74510,80840,74225,83704
386,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.2 ,175.2 ,"Brazoria County, TX",52.0,345227,353155,361853,368887,374264,71230,74510,80840,74225,83704
58,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,160.7 ,160.7 ,"Brazoria County, TX",52.0,345227,353155,361853,368887,374264,71230,74510,80840,74225,83704
16,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,80.2 ,80.2 ,"Brazoria County, TX",52.0,345227,353155,361853,368887,374264,71230,74510,80840,74225,83704
79,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,131.5 ,131.5 ,"Brazoria County, TX",52.0,345227,353155,361853,368887,374264,71230,74510,80840,74225,83704
44,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,167.0 ,167.0 ,"Gray County, TX",61.0,23265,22741,22106,22051,21886,49415,47828,46599,49121,52543
3,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,84.5 ,84.5 ,"Gray County, TX",61.0,23265,22741,22106,22051,21886,49415,47828,46599,49121,52543
41,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.4 ,176.4 ,"Gray County, TX",61.0,23265,22741,22106,22051,21886,49415,47828,46599,49121,52543
3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,80.9 ,80.9 ,"Gray County, TX",61.0,23265,22741,22106,22051,21886,49415,47828,46599,49121,52543
56,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.9 ,166.9 ,"Chambers County, TX",,39028,40163,41269,42227,43837,77282,80279,81018,89513,93351
53,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.7 ,173.7 ,"Chambers County, TX",,39028,40163,41269,42227,43837,77282,80279,81018,89513,93351
6,stable,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,168.1 ,168.1 ,"Chambers County, TX",,39028,40163,41269,42227,43837,77282,80279,81018,89513,93351
197,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.6 ,166.6 ,"Gregg County, TX",0.0,123800,123367,122852,123251,123945,48561,45594,47208,50610,53137
7,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,74.7 ,74.7 ,"Gregg County, TX",0.0,123800,123367,122852,123251,123945,48561,45594,47208,50610,53137
190,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.3 ,173.3 ,"Gregg County, TX",0.0,123800,123367,122852,123251,123945,48561,45594,47208,50610,53137
45,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,187.5 ,187.5 ,"Gregg County, TX",0.0,123800,123367,122852,123251,123945,48561,45594,47208,50610,53137
7,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,71.8 ,71.8 ,"Gregg County, TX",0.0,123800,123367,122852,123251,123945,48561,45594,47208,50610,53137
21,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.0 ,166.0 ,"San Augustine County, TX",46.0,8349,8288,8302,8254,8237,33156,36426,39133,38826,40094
21,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.2 ,170.2 ,"San Augustine County, TX",46.0,8349,8288,8302,8254,8237,33156,36426,39133,38826,40094
4,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,142.1 ,142.1 ,"San Augustine County, TX",46.0,8349,8288,8302,8254,8237,33156,36426,39133,38826,40094
165,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.9 ,165.9 ,"Victoria County, TX",,92136,92402,92045,91878,92084,55406,53659,52161,51646,57344
52,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,154.4 ,154.4 ,"Victoria County, TX",,92136,92402,92045,91878,92084,55406,53659,52161,51646,57344
113,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.3 ,169.3 ,"Victoria County, TX",,92136,92402,92045,91878,92084,55406,53659,52161,51646,57344
11,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,177.2 ,177.2 ,"Victoria County, TX",,92136,92402,92045,91878,92084,55406,53659,52161,51646,57344
52,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,150.6 ,150.6 ,"Victoria County, TX",,92136,92402,92045,91878,92084,55406,53659,52161,51646,57344
256,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.8 ,165.8 ,"Parker County, TX",,125640,128967,133501,138070,142878,67545,67735,74076,73718,82501
9,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,126.4 ,126.4 ,"Parker County, TX",,125640,128967,133501,138070,142878,67545,67735,74076,73718,82501
246,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.2 ,168.2 ,"Parker County, TX",,125640,128967,133501,138070,142878,67545,67735,74076,73718,82501
9,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,119.6 ,119.6 ,"Parker County, TX",,125640,128967,133501,138070,142878,67545,67735,74076,73718,82501
9,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.6 ,165.6 ,"Hardeman County, TX",58.0,3920,3982,3959,3929,3933,38154,35521,39022,42469,40057
9,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.4 ,184.4 ,"Hardeman County, TX",58.0,3920,3982,3959,3929,3933,38154,35521,39022,42469,40057
74,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.6 ,165.6 ,"Hopkins County, TX",58.0,35973,36184,36451,36738,37084,43284,46582,44925,52079,50332
