Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
115,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,150.9 ",-1.1 ,"Hale County, TX"
56,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,184.4 ,-0.2 ,"Hale County, TX"
77,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,753.4 ",-1.3 ,"Hale County, TX"
27,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.1 ,1.7 ,"Medina County, TX"
206,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,165.4 ",0.1 ,"Medina County, TX"
97,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,190.9 ,0.9 ,"Medina County, TX"
136,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,739.9 ",0.0 ,"Medina County, TX"
4,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.1 ,1.1 ,"Bailey County, TX"
24,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,100.2 ",-1.6 ,"Bailey County, TX"
11,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,176.4 ,-0.1 ,"Bailey County, TX"
17,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,715.0 ",-1.6 ,"Bailey County, TX"
27,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.1 ,-0.2 ,"Wilson County, TX"
200,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,166.3 ",-1.5 ,"Wilson County, TX"
105,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,197.8 ,-0.7 ,"Wilson County, TX"
121,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,694.3 ",-1.9 ,"Wilson County, TX"
464,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.7 ,-0.9 ,"Fort Bend County, TX"
2128,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,109.1 ",-0.8 ,"Fort Bend County, TX"
1389,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,185.2 ,-1.6 ,"Fort Bend County, TX"
1205,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,658.2 ",-2.3 ,"Fort Bend County, TX"
15,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.4 ,3.8 ,"Grimes County, TX"
131,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,241.5 ",0.1 ,"Grimes County, TX"
64,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.5 ,2.4 ,"Grimes County, TX"
82,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,794.5 ",-0.5 ,"Grimes County, TX"
6,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.3 ,-3.9 ,"Camp County, TX"
70,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,424.1 ",1.2 ,"Camp County, TX"
30,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.6 ,-2.3 ,"Camp County, TX"
46,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,061.7 ",1.6 ,"Camp County, TX"
10,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.3 ,0.4 ,"Gaines County, TX"
45,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,055.4 ",-1.3 ,"Gaines County, TX"
24,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,148.5 ,-2.0 ,"Gaines County, TX"
31,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,788.5 ",-0.5 ,"Gaines County, TX"
25,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.2 ,-0.2 ,"Waller County, TX"
166,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,231.2 ",-0.3 ,"Waller County, TX"
87,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.1 ,-0.8 ,"Waller County, TX"
104,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,850.1 ",0.2 ,"Waller County, TX"
16,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.2 ,-2.0 ,"Washington County, TX"
182,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,213.0 ",-1.7 ,"Washington County, TX"
82,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,221.8 ,-1.6 ,"Washington County, TX"
116,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,625.6 ",-1.9 ,"Washington County, TX"
22,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.0 ,-0.7 ,"Kendall County, TX"
202,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,194.9 ",-1.7 ,"Kendall County, TX"
89,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.2 ,-1.4 ,"Kendall County, TX"
135,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,769.0 ",-1.6 ,"Kendall County, TX"
10,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.9 ,-1.3 ,"Andrews County, TX"
44,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,000.7 ",-3.6 ,"Andrews County, TX"
29,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,183.6 ,-2.4 ,"Andrews County, TX"
25,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,424.2 ",-3.6 ,"Andrews County, TX"
10,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.6 ,-1.2 ,"Colorado County, TX"
115,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,230.2 ",-1.2 ,"Colorado County, TX"
50,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.4 ,0.2 ,"Colorado County, TX"
75,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,683.3 ",-2.2 ,"Colorado County, TX"
10,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.5 ,-0.5 ,"Frio County, TX"
54,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,067.7 ",-1.0 ,"Frio County, TX"
33,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.2 ,1.2 ,"Frio County, TX"
31,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,384.2 ",2.9 ,"Frio County, TX"
13,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.3 ,-1.2 ,"Gray County, TX"
101,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,294.1 ",-1.9 ,"Gray County, TX"
46,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,203.0 ,-1.5 ,"Gray County, TX"
68,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,927.9 ",-2.0 ,"Gray County, TX"
12,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.2 ,-0.3 ,"Panola County, TX"
125,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,354.5 ",-0.7 ,"Panola County, TX"
59,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.6 ,0.0 ,"Panola County, TX"
78,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,912.7 ",-1.1 ,"Panola County, TX"
114,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.2 ,-1.2 ,"Hays County, TX"
636,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,265.7 ",2.2 ,"Hays County, TX"
358,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.7 ,-1.2 ,"Hays County, TX"
393,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,920.8 ",2.4 ,"Hays County, TX"
50,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.8 ,-0.6 ,"Bowie County, TX"
425,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,284.9 ",1.7 ,"Bowie County, TX"
198,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.9 ,-0.8 ,"Bowie County, TX"
278,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,865.8 ",-1.3 ,"Bowie County, TX"
10,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.6 ,-0.6 ,"Deaf Smith County, TX"
61,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,167.6 ",-0.2 ,"Deaf Smith County, TX"
30,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,179.4 ,-0.4 ,"Deaf Smith County, TX"
41,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,811.0 ",0.0 ,"Deaf Smith County, TX"
8,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.6 ,8.1 ,"Robertson County, TX"
77,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,116.0 ",-1.8 ,"Robertson County, TX"
33,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,189.2 ,0.1 ,"Robertson County, TX"
52,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,630.4 ",-2.4 ,"Robertson County, TX"
17,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.5 ,-0.7 ,"Titus County, TX"
121,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,213.3 ",-1.8 ,"Titus County, TX"
59,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,197.4 ,-0.8 ,"Titus County, TX"
79,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,789.9 ",-2.2 ,"Titus County, TX"
8,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.8 ,1.3 ,"Madison County, TX"
56,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,243.3 ",-1.0 ,"Madison County, TX"
26,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.0 ,-0.2 ,"Madison County, TX"
38,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,780.8 ",-1.3 ,"Madison County, TX"
207,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.4 ,-0.7 ,"Brazoria County, TX"
1249,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,291.5 ",-1.7 ,"Brazoria County, TX"
712,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.6 ,-1.0 ,"Brazoria County, TX"
747,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,926.5 ",-2.0 ,"Brazoria County, TX"
7,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.0 ,0.8 ,"Newton County, TX"
72,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,205.5 ",0.2 ,"Newton County, TX"
33,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.6 ,1.6 ,"Newton County, TX"
46,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,682.4 ",-0.9 ,"Newton County, TX"
6,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,86.3 ,-0.5 ,"Callahan County, TX"
73,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,203.5 ",-0.4 ,"Callahan County, TX"
30,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,194.3 ,0.2 ,"Callahan County, TX"
49,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,772.9 ",-1.0 ,"Callahan County, TX"
30,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,86.1 ,1.1 ,"Maverick County, TX"
178,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,221.2 ",6.0 ,"Maverick County, TX"
93,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,194.9 ,1.9 ,"Maverick County, TX"
116,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,806.1 ",7.6 ,"Maverick County, TX"
4,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.9 ,1.0 ,"Somervell County, TX"
41,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,162.9 ",0.0 ,"Somervell County, TX"
18,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,187.7 ,-0.9 ,"Somervell County, TX"
27,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,727.3 ",0.9 ,"Somervell County, TX"
132,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.6 ,-1.0 ,"Jefferson County, TX"
1044,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,264.1 ",-2.1 ,"Jefferson County, TX"
541,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.7 ,-1.2 ,"Jefferson County, TX"
635,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,811.6 ",-2.4 ,"Jefferson County, TX"
4,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.5 ,-1.3 ,"Yoakum County, TX"
26,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,150.0 ",-1.3 ,"Yoakum County, TX"
12,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,160.0 ,-2.0 ,"Yoakum County, TX"
19,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,889.0 ",-0.3 ,"Yoakum County, TX"
9,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.0 ,-0.6 ,"Scurry County, TX"
65,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,161.8 ",-1.7 ,"Scurry County, TX"
33,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,199.1 ,-1.4 ,"Scurry County, TX"
41,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,650.7 ",-1.8 ,"Scurry County, TX"
10,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.6 ,1.4 ,"Calhoun County, TX"
102,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,276.7 ",-1.5 ,"Calhoun County, TX"
46,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,206.2 ,-0.7 ,"Calhoun County, TX"
66,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,841.2 ",-1.6 ,"Calhoun County, TX"
29,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.5 ,-1.7 ,"Nacogdoches County, TX"
223,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,110.8 ",-2.8 ,"Nacogdoches County, TX"
104,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,180.5 ,-2.1 ,"Nacogdoches County, TX"
148,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,658.5 ",-2.9 ,"Nacogdoches County, TX"
12,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.9 ,-0.4 ,"Shelby County, TX"
113,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,211.9 ",-1.0 ,"Shelby County, TX"
48,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,190.7 ,-0.6 ,"Shelby County, TX"
77,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,802.7 ",-1.1 ,"Shelby County, TX"
10,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.6 ,-0.1 ,"Tyler County, TX"
102,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,060.2 ",-2.0 ,"Tyler County, TX"
41,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,183.6 ,-1.2 ,"Tyler County, TX"
71,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,529.8 ",-2.1 ,"Tyler County, TX"
6,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.6 ,-0.1 ,"Terry County, TX"
47,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,136.8 ",-0.8 ,"Terry County, TX"
22,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,186.1 ,0.6 ,"Terry County, TX"
31,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,669.0 ",-1.6 ,"Terry County, TX"
7,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.6 ,-1.8 ,"Llano County, TX"
153,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,126.5 ",-2.0 ,"Llano County, TX"
45,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,192.4 ,-1.2 ,"Llano County, TX"
116,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,602.9 ",-2.6 ,"Llano County, TX"
99,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,82.9 ,-1.9 ,"Brazos County, TX"
515,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,167.1 ",-2.2 ,"Brazos County, TX"
294,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,183.8 ,-2.1 ,"Brazos County, TX"
321,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,749.9 ",1.4 ,"Brazos County, TX"
11,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,82.6 ,-1.4 ,"Hockley County, TX"
90,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,238.4 ",-1.1 ,"Hockley County, TX"
41,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,187.4 ,-0.7 ,"Hockley County, TX"
60,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,876.4 ",-1.6 ,"Hockley County, TX"
433,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,82.6 ,1.0 ,"Hidalgo County, TX"
1996,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,998.6 ,-1.4 ,"Hidalgo County, TX"
1096,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,166.6 ,0.3 ,"Hidalgo County, TX"
1337,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,498.2 ",-1.9 ,"Hidalgo County, TX"
24,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,82.4 ,0.0 ,"Atascosa County, TX"
171,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,088.5 ",-1.7 ,"Atascosa County, TX"
93,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,197.8 ,-0.3 ,"Atascosa County, TX"
102,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,482.1 ",-2.3 ,"Atascosa County, TX"
18,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,81.2 ,2.4 ,"Bee County, TX"
112,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,256.6 ",0.3 ,"Bee County, TX"
59,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,192.8 ,1.5 ,"Bee County, TX"
71,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,876.9 ",-0.1 ,"Bee County, TX"
3,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,80.0 ,-1.6 ,"Coleman County, TX"
55,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,340.1 ",-0.1 ,"Coleman County, TX"
22,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,223.4 ,0.9 ,"Coleman County, TX"
37,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,835.3 ",-1.2 ,"Coleman County, TX"
5,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,79.5 ,-0.5 ,"Zavala County, TX"
39,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,105.0 ",0.8 ,"Zavala County, TX"
19,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,190.1 ,1.8 ,"Zavala County, TX"
25,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,549.0 ",-0.1 ,"Zavala County, TX"
136,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,79.5 ,0.1 ,"Webb County, TX"
565,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,982.4 ,-1.3 ,"Webb County, TX"
350,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,162.4 ,-0.5 ,"Webb County, TX"
353,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,474.9 ",-1.5 ,"Webb County, TX"
7,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,78.6 ,2.2 ,"Zapata County, TX"
35,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,935.3 ,-0.6 ,"Zapata County, TX"
19,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,170.1 ,2.2 ,"Zapata County, TX"
23,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,310.5 ",-1.8 ,"Zapata County, TX"
4,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,77.8 ,1.9 ,"Mitchell County, TX"
37,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,387.1 ",-0.5 ,"Mitchell County, TX"
14,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,178.8 ,-1.5 ,"Mitchell County, TX"
27,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,234.5 ",0.6 ,"Mitchell County, TX"
