Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",Recent 5-Year Trend in Death Rates,County_State
4,*,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,271.7 ,271.7 ,"Franklin County, WA"
20,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,114.0 ,114.0 ,"Franklin County, WA"
12,stable,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,131.4 ,131.4 ,"Wahkiakum County, WA"
12,stable,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,131.6 ,131.6 ,"Wahkiakum County, WA"
47,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,125.9 ,125.9 ,"Whitman County, WA"
47,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,127.7 ,127.7 ,"Whitman County, WA"
40,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,123.1 ,123.1 ,"San Juan County, WA"
40,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,125.4 ,125.4 ,"San Juan County, WA"
20,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,118.9 ,118.9 ,"Skamania County, WA"
20,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,120.3 ,120.3 ,"Skamania County, WA"
114,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,244.2 ,244.2 ,"Logan County, WV"
114,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,246.0 ,246.0 ,"Logan County, WV"
60,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,229.8 ,229.8 ,"McDowell County, WV"
60,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,230.6 ,230.6 ,"McDowell County, WV"
7,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,246.9 ,246.9 ,"McDowell County, WV"
54,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,226.3 ,226.3 ,"Lewis County, WV"
54,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,227.4 ,227.4 ,"Lewis County, WV"
68,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,216.3 ,216.3 ,"Boone County, WV"
68,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,216.9 ,216.9 ,"Boone County, WV"
69,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,215.7 ,215.7 ,"Mingo County, WV"
68,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,216.3 ,216.3 ,"Mingo County, WV"
61,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,212.9 ,212.9 ,"Lincoln County, WV"
61,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,212.9 ,212.9 ,"Lincoln County, WV"
46,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,212.1 ,212.1 ,"Roane County, WV"
46,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,211.6 ,211.6 ,"Roane County, WV"
128,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,207.0 ,207.0 ,"Fayette County, WV"
128,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,207.8 ,207.8 ,"Fayette County, WV"
7,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,208.9 ,208.9 ,"Fayette County, WV"
26,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,204.6 ,204.6 ,"Clay County, WV"
26,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,206.2 ,206.2 ,"Clay County, WV"
62,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,204.4 ,204.4 ,"Wyoming County, WV"
62,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,205.5 ,205.5 ,"Wyoming County, WV"
28,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,201.9 ,201.9 ,"Webster County, WV"
28,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,202.5 ,202.5 ,"Webster County, WV"
21,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,196.1 ,196.1 ,"Pleasants County, WV"
21,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,197.0 ,197.0 ,"Pleasants County, WV"
55,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,194.0 ,194.0 ,"Morgan County, WV"
55,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,195.0 ,195.0 ,"Morgan County, WV"
19,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,192.0 ,192.0 ,"Gilmer County, WV"
19,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,194.5 ,194.5 ,"Gilmer County, WV"
66,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,190.8 ,190.8 ,"Hampshire County, WV"
65,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.9 ,190.9 ,"Hampshire County, WV"
191,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,189.3 ,189.3 ,"Raleigh County, WV"
189,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,188.9 ,188.9 ,"Raleigh County, WV"
13,falling,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,185.1 ,185.1 ,"Raleigh County, WV"
179,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,187.3 ,187.3 ,"Harrison County, WV"
178,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,188.1 ,188.1 ,"Harrison County, WV"
144,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,186.7 ,186.7 ,"Marion County, WV"
143,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.4 ,187.4 ,"Marion County, WV"
4,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,162.6 ,162.6 ,"Marion County, WV"
159,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.9 ,185.9 ,"Mercer County, WV"
159,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.0 ,187.0 ,"Mercer County, WV"
11,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,266.9 ,266.9 ,"Mercer County, WV"
221,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.5 ,185.5 ,"Berkeley County, WV"
220,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.7 ,187.7 ,"Berkeley County, WV"
18,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,248.1 ,248.1 ,"Berkeley County, WV"
225,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.1 ,184.1 ,"Wood County, WV"
225,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.8 ,184.8 ,"Wood County, WV"
22,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.0 ,184.0 ,"Tucker County, WV"
22,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.8 ,184.8 ,"Tucker County, WV"
71,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.9 ,183.9 ,"Mineral County, WV"
71,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.5 ,183.5 ,"Mineral County, WV"
69,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.2 ,183.2 ,"Nicholas County, WV"
69,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.8 ,183.8 ,"Nicholas County, WV"
41,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.5 ,182.5 ,"Monroe County, WV"
41,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.5 ,183.5 ,"Monroe County, WV"
42,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.9 ,181.9 ,"Barbour County, WV"
42,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.8 ,182.8 ,"Barbour County, WV"
217,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.9 ,179.9 ,"Cabell County, WV"
217,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.7 ,180.7 ,"Cabell County, WV"
11,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,245.2 ,245.2 ,"Cabell County, WV"
113,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.6 ,179.6 ,"Jefferson County, WV"
112,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.3 ,182.3 ,"Jefferson County, WV"
10,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,250.5 ,250.5 ,"Jefferson County, WV"
114,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,178.0 ,178.0 ,"Ohio County, WV"
113,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.0 ,178.0 ,"Ohio County, WV"
3,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,177.5 ,177.5 ,"Ohio County, WV"
37,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.1 ,177.1 ,"Summers County, WV"
37,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.5 ,178.5 ,"Summers County, WV"
25,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.6 ,176.6 ,"Tyler County, WV"
25,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.0 ,177.0 ,"Tyler County, WV"
105,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.3 ,176.3 ,"Wayne County, WV"
105,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.7 ,176.7 ,"Wayne County, WV"
97,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.2 ,176.2 ,"Greenbrier County, WV"
96,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.1 ,177.1 ,"Greenbrier County, WV"
4,stable,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,246.0 ,246.0 ,"Greenbrier County, WV"
70,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,175.7 ,175.7 ,"Mason County, WV"
70,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.3 ,176.3 ,"Mason County, WV"
77,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.2 ,174.2 ,"Jackson County, WV"
77,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.2 ,175.2 ,"Jackson County, WV"
45,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.1 ,174.1 ,"Wetzel County, WV"
45,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.1 ,175.1 ,"Wetzel County, WV"
15,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.8 ,173.8 ,"Wirt County, WV"
15,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.3 ,174.3 ,"Wirt County, WV"
440,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.6 ,173.6 ,"Kanawha County, WV"
439,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.0 ,174.0 ,"Kanawha County, WV"
28,falling,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,185.5 ,185.5 ,"Kanawha County, WV"
61,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.4 ,172.4 ,"Upshur County, WV"
61,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.2 ,173.2 ,"Upshur County, WV"
82,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.3 ,172.3 ,"Preston County, WV"
82,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.3 ,173.3 ,"Preston County, WV"
42,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.1 ,171.1 ,"Taylor County, WV"
42,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.1 ,171.1 ,"Taylor County, WV"
84,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.0 ,171.0 ,"Marshall County, WV"
83,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.5 ,171.5 ,"Marshall County, WV"
74,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.0 ,170.0 ,"Randolph County, WV"
74,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.8 ,169.8 ,"Randolph County, WV"
125,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.5 ,168.5 ,"Putnam County, WV"
125,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.0 ,169.0 ,"Putnam County, WV"
24,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.6 ,166.6 ,"Pocahontas County, WV"
24,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.7 ,168.7 ,"Pocahontas County, WV"
37,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,163.7 ,163.7 ,"Braxton County, WV"
37,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.4 ,164.4 ,"Braxton County, WV"
60,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,162.6 ,162.6 ,"Brooke County, WV"
60,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.6 ,163.6 ,"Brooke County, WV"
77,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.6 ,161.6 ,"Hancock County, WV"
77,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,162.7 ,162.7 ,"Hancock County, WV"
26,stable,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.8 ,160.8 ,"Ritchie County, WV"
25,stable,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.5 ,160.5 ,"Ritchie County, WV"
142,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,148.6 ,148.6 ,"Monongalia County, WV"
141,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.3 ,149.3 ,"Monongalia County, WV"
3,*,West Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,175.9 ,175.9 ,"Monongalia County, WV"
29,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.7 ,144.7 ,"Hardy County, WV"
29,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.7 ,147.7 ,"Hardy County, WV"
19,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.4 ,144.4 ,"Doddridge County, WV"
19,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.2 ,145.2 ,"Doddridge County, WV"
18,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.3 ,144.3 ,"Calhoun County, WV"
18,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.4 ,145.4 ,"Calhoun County, WV"
26,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,140.8 ,140.8 ,"Grant County, WV"
26,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,141.6 ,141.6 ,"Grant County, WV"
18,falling,West Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,130.6 ,130.6 ,"Pendleton County, WV"
18,falling,West Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,131.1 ,131.1 ,"Pendleton County, WV"
17,stable,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,219.9 ,219.9 ,"Florence County, WI"
17,stable,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,220.5 ,220.5 ,"Florence County, WI"
73,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,187.3 ,187.3 ,"Juneau County, WI"
73,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,188.3 ,188.3 ,"Juneau County, WI"
51,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.4 ,185.4 ,"Washburn County, WI"
51,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.8 ,185.8 ,"Washburn County, WI"
38,stable,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.0 ,185.0 ,"Ashland County, WI"
38,stable,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,186.1 ,186.1 ,"Ashland County, WI"
4,*,Wisconsin,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,302.4 ,302.4 ,"Ashland County, WI"
71,stable,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.6 ,184.6 ,"Adams County, WI"
71,stable,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.3 ,187.3 ,"Adams County, WI"
26,stable,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.5 ,183.5 ,"Forest County, WI"
26,stable,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.0 ,184.0 ,"Forest County, WI"
115,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.8 ,182.8 ,"Oneida County, WI"
114,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.1 ,183.1 ,"Oneida County, WI"
23,stable,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.1 ,181.1 ,"Iron County, WI"
23,stable,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.8 ,179.8 ,"Iron County, WI"
48,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.2 ,179.2 ,"Marquette County, WI"
47,stable,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.0 ,178.0 ,"Marquette County, WI"
123,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.4 ,177.4 ,"Marinette County, WI"
123,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.6 ,177.6 ,"Marinette County, WI"
98,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.0 ,174.0 ,"Douglas County, WI"
98,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.9 ,174.9 ,"Douglas County, WI"
50,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.0 ,174.0 ,"Burnett County, WI"
50,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.8 ,174.8 ,"Burnett County, WI"
70,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.3 ,172.3 ,"Waushara County, WI"
69,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.0 ,172.0 ,"Waushara County, WI"
41,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.9 ,171.9 ,"Rusk County, WI"
41,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.1 ,173.1 ,"Rusk County, WI"
149,falling,Wisconsin,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.6 ,171.6 ,"Sauk County, WI"
148,falling,Wisconsin,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.4 ,172.4 ,"Sauk County, WI"
