,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
4153,227,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.0 ,"Hunt County, TX"
4154,15,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.7 ,"Hardeman County, TX"
4155,8,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,288.0 ,"Hardeman County, TX"
4156,163,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.7 ,"Lamar County, TX"
4157,155,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.8 ,"Lamar County, TX"
4158,257,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.5 ,"Angelina County, TX"
4159,211,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.6 ,"Angelina County, TX"
4160,18,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.4 ,"Wheeler County, TX"
4161,14,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.7 ,"Wheeler County, TX"
4162,14,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.5 ,"Coke County, TX"
4163,11,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,387.8 ,"Coke County, TX"
4164,57,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.4 ,"Lee County, TX"
4165,46,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.0 ,"Lee County, TX"
4166,132,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.0 ,"Starr County, TX"
4167,127,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.9 ,"Starr County, TX"
4168,175,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.9 ,"Anderson County, TX"
4169,119,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.1 ,"Anderson County, TX"
4170,287,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.4 ,"Kaufman County, TX"
4171,274,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.7 ,"Kaufman County, TX"
4172,47,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.9 ,"Nolan County, TX"
4173,43,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.1 ,"Nolan County, TX"
4174,640,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.1 ,"Smith County, TX"
4175,585,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.3 ,"Smith County, TX"
4176,122,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.0 ,"Fannin County, TX"
4177,101,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.3 ,"Fannin County, TX"
4178,162,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.4 ,"Cherokee County, TX"
4179,144,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.2 ,"Cherokee County, TX"
4180,70,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.9 ,"DeWitt County, TX"
4181,57,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.2 ,"DeWitt County, TX"
4182,169,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.5 ,"Hardin County, TX"
4183,148,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.1 ,"Hardin County, TX"
4184,34,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.4 ,"Dawson County, TX"
4185,31,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.2 ,"Dawson County, TX"
4186,19,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.3 ,"Childress County, TX"
4187,15,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,377.5 ,"Childress County, TX"
4188,192,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 ,"Van Zandt County, TX"
4189,160,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.4 ,"Van Zandt County, TX"
4190,437,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 ,"Johnson County, TX"
4191,406,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,432.9 ,"Johnson County, TX"
4192,73,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.6 ,"Kleberg County, TX"
4193,68,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.4 ,"Kleberg County, TX"
4194,128,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.6 ,"Hill County, TX"
4195,109,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.0 ,"Hill County, TX"
4196,165,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.3 ,"Rusk County, TX"
4197,134,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.7 ,"Rusk County, TX"
4198,62,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.4 ,"Young County, TX"
4199,50,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.6 ,"Young County, TX"
4200,342,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.2 ,"Taylor County, TX"
4201,320,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.8 ,"Taylor County, TX"
4202,108,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.9 ,"Cass County, TX"
4203,91,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.7 ,"Cass County, TX"
4204,187,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.4 ,"Wood County, TX"
4205,141,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.0 ,"Wood County, TX"
4206,68,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.6 ,"Freestone County, TX"
4207,49,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.5 ,"Freestone County, TX"
4208,45,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.3 ,"Jackson County, TX"
4209,37,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.9 ,"Jackson County, TX"
4210,9,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.0 ,"Reagan County, TX"
4211,5,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,331.6 ,"Reagan County, TX"
4212,96,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.7 ,"Chambers County, TX"
4213,81,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,399.4 ,"Chambers County, TX"
4214,66,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.6 ,"Hutchinson County, TX"
4215,60,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,459.3 ,"Hutchinson County, TX"
4216,34,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.9 ,"Coleman County, TX"
4217,25,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,353.7 ,"Coleman County, TX"
4218,124,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.8 ,"Brown County, TX"
4219,99,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,372.9 ,"Brown County, TX"
4220,333,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.5 ,"Wichita County, TX"
4221,333,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.4 ,"Wichita County, TX"
4222,15,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.5 ,"Hansford County, TX"
4223,10,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,342.1 ,"Hansford County, TX"
4224,403,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.1 ,"Ellis County, TX"
4225,376,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.4 ,"Ellis County, TX"
4226,112,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.0 ,"Matagorda County, TX"
4227,91,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.4 ,"Matagorda County, TX"
4228,54,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.7 ,"Falls County, TX"
4229,43,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,372.4 ,"Falls County, TX"
4230,49,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.5 ,"Sabine County, TX"
4231,39,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.2 ,"Sabine County, TX"
4232,242,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.6 ,"Victoria County, TX"
4233,226,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.3 ,"Victoria County, TX"
4234,241,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.9 ,"Orange County, TX"
4235,223,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.5 ,"Orange County, TX"
4236,14,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.6 ,"Baylor County, TX"
4237,12,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,387.2 ,"Baylor County, TX"
4238,655,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.4 ,"Lubbock County, TX"
4239,569,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.8 ,"Lubbock County, TX"
4240,371,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.7 ,"Parker County, TX"
4241,346,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.7 ,"Parker County, TX"
4242,160,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.6 ,"Burnet County, TX"
4243,130,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,374.6 ,"Burnet County, TX"
4244,68,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.2 ,"Montague County, TX"
4245,59,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.0 ,"Montague County, TX"
4246,7,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.6 ,"Throckmorton County, TX"
4247,6,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.8 ,"Irion County, TX"
4248,4,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,374.8 ,"Irion County, TX"
4249,70,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.4 ,"Lavaca County, TX"
4250,59,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.2 ,"Lavaca County, TX"
4251,48,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.1 ,"Newton County, TX"
4252,31,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,314.4 ,"Newton County, TX"
4253,139,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.7 ,"Navarro County, TX"
4254,122,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,382.7 ,"Navarro County, TX"
4255,232,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.7 ,"Bastrop County, TX"
4256,193,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.6 ,"Bastrop County, TX"
4257,5,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.6 ,"Stonewall County, TX"
4258,5,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.8 ,"Stonewall County, TX"
4259,43,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.0 ,"Marion County, TX"
4260,35,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.4 ,"Marion County, TX"
4261,73,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.9 ,"Panola County, TX"
4262,64,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.4 ,"Panola County, TX"
4263,219,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.7 ,"Hood County, TX"
4264,191,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.9 ,"Hood County, TX"
4265,79,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.8 ,"Titus County, TX"
4266,59,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,324.4 ,"Titus County, TX"
4267,297,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.3 ,"Tom Green County, TX"
4268,287,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.1 ,"Tom Green County, TX"
4269,108,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.2 ,"Hopkins County, TX"
4270,97,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.0 ,"Hopkins County, TX"
4271,123,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.8 ,"Cooke County, TX"
4272,104,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.6 ,"Cooke County, TX"
4273,37,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.0 ,"Wilbarger County, TX"
4274,36,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.0 ,"Wilbarger County, TX"
4275,58,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.0 ,"Jones County, TX"
4276,39,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,374.5 ,"Jones County, TX"
4277,11,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.9 ,"Hall County, TX"
4278,10,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.7 ,"Hall County, TX"
4279,331,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.8 ,"Randall County, TX"
4280,303,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,391.3 ,"Randall County, TX"
4281,4144,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.7 ,"Tarrant County, TX"
4282,4169,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.5 ,"Tarrant County, TX"
4283,6,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.3 ,"Armstrong County, TX"
4284,5,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.9 ,"Armstrong County, TX"
4285,201,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,482.0 ,"Liberty County, TX"
4286,185,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.7 ,"Liberty County, TX"
4287,1105,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,480.2 ,"Williamson County, TX"
4288,1150,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.8 ,"Williamson County, TX"
4289,34,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.8 ,"San Augustine County, TX"
4290,25,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,340.5 ,"San Augustine County, TX"
4291,102,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.2 ,"Aransas County, TX"
4292,84,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.6 ,"Aransas County, TX"
4293,80,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.2 ,"Milam County, TX"
4294,75,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.7 ,"Milam County, TX"
4295,46,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.2 ,"Red River County, TX"
4296,39,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,387.7 ,"Red River County, TX"
4297,185,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.3 ,"Harrison County, TX"
4298,166,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.1 ,"Harrison County, TX"
4299,785,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.0 ,"Brazoria County, TX"
4300,673,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.5 ,"Brazoria County, TX"
4301,176,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.9 ,"Wise County, TX"
4302,159,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,417.9 ,"Wise County, TX"
4303,583,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.4 ,"McLennan County, TX"
4304,569,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.5 ,"McLennan County, TX"
4305,251,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.6 ,"Bowie County, TX"
4306,224,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,380.2 ,"Bowie County, TX"
4307,100,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.4 ,"San Jacinto County, TX"
4308,73,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,370.4 ,"San Jacinto County, TX"
4309,26,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.0 ,"Goliad County, TX"
4310,21,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,382.8 ,"Goliad County, TX"
4311,17,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.8 ,"Lynn County, TX"
4312,11,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,310.4 ,"Lynn County, TX"
4313,62,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.1 ,"Gray County, TX"
4314,51,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,398.8 ,"Gray County, TX"
4315,636,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,471.8 ,"Jefferson County, TX"
4316,541,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.8 ,"Jefferson County, TX"
4317,34,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,471.5 ,"Franklin County, TX"
4318,27,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.8 ,"Franklin County, TX"
4319,88,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.5 ,"Palo Pinto County, TX"
4320,80,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.8 ,"Palo Pinto County, TX"
