County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Kendall County,***,"126.6 (113.8, 140.7)","225 (156, 240)",74,falling,"-5.8 (-9.1, -2.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Fayette County,***,"125.5 (110.6, 142.4)","226 (144, 240)",55,falling,"-1.5 (-2.1, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Live Oak County,***,"125.0 (102.1, 152.2)","227 (82, 241)",22,falling,"-1.6 (-2.5, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Reeves County,***,"124.8 (99.8, 154.2)","228 (66, 242)",17,falling,"-1.7 (-2.6, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Fort Bend County,***,"124.7 (119.7, 129.9)","229 (202, 234)",494,falling,"-3.4 (-5.0, -1.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Brazos County,***,"124.4 (116.1, 133.2)","230 (188, 237)",170,falling,"-1.8 (-2.1, -1.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Pecos County,***,"122.7 (99.2, 150.3)","231 (93, 242)",19,falling,"-2.7 (-3.8, -1.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cameron County,***,"122.7 (118.0, 127.6)","232 (207, 236)",510,falling,"-1.0 (-1.2, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Ochiltree County,***,"122.6 (91.3, 161.0)","233 (46, 243)",11,falling,"-1.7 (-2.7, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Travis County,***,"122.6 (119.1, 126.2)","234 (211, 235)",1000,falling,"-1.9 (-2.1, -1.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Brewster County,***,"120.0 (95.0, 150.8)","235 (89, 242)",17,falling,"-1.3 (-2.1, -0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Menard County,***,"118.6 (74.3, 190.9)","236 (8, 243)",5,falling,"-2.3 (-4.0, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Carson County,***,"117.8 (87.2, 157.3)","237 (54, 243)",10,falling,"-2.0 (-3.1, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hidalgo County,***,"115.5 (112.0, 119.0)","238 (221, 239)",831,falling,"-1.0 (-1.2, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Zapata County,***,"110.5 (86.5, 139.1)","239 (131, 243)",15,stable,"-0.8 (-2.3, 0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Collingsworth County,***,"104.7 (61.9, 168.7)","240 (23, 243)",4,stable,"-1.0 (-2.5, 0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Jeff Davis County,***,"82.9 (50.3, 164.8)","241 (45, 243)",4,stable,"-1.0 (-3.4, 1.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hudspeth County,***,"78.4 (46.5, 125.0)","242 (148, 243)",4,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Presidio County,***,"70.0 (48.7, 99.1)","243 (231, 243)",8,falling,"-3.7 (-5.2, -2.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Borden County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Culberson County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Glasscock County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Kenedy County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Kent County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
King County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Loving County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
McMullen County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Roberts County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Sterling County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Terrell County,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Texas,***,"120.6 (119.4, 121.8)",,8136,falling,"-1.4 (-1.5, -1.3)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
United States  6,***,"116.2 (115.6, 116.7)",,39492,falling,"-1.5 (-2.2, -0.8)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Anderson County,***,"378.2 (293.8, 478.1)","1 (1, 4)",19,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Martin County,***,"296.8 (148.1, 508.5)","2 (1, 131)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Jim Hogg County,***,"205.8 (152.2, 272.3)","3 (2, 92)",11,stable,"0.0 (-1.3, 1.4)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Kinney County,***,"201.6 (127.5, 304.3)","4 (1, 127)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Mitchell County,***,"196.8 (124.6, 294.7)","5 (1, 128)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Duval County,***,"186.1 (153.6, 224.0)","6 (2, 72)",23,stable,"-0.1 (-1.1, 0.9)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Lamb County,***,"182.7 (133.9, 242.6)","7 (2, 114)",10,stable,"0.0 (-1.8, 1.8)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Palo Pinto County,***,"180.2 (115.3, 265.3)","8 (2, 133)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Polk County,***,"179.7 (108.8, 273.6)","9 (1, 134)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Jackson County,***,"177.4 (115.3, 258.2)","10 (2, 130)",5,stable,"0.6 (-0.9, 2.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Lynn County,***,"176.6 (108.3, 271.1)","11 (2, 135)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Floyd County,***,"176.2 (109.3, 266.7)","12 (2, 135)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Swisher County,***,"175.4 (104.1, 273.6)","13 (1, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Refugio County,***,"174.8 (120.4, 246.0)","14 (2, 128)",7,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Brooks County,***,"171.9 (132.3, 220.3)","15 (2, 105)",14,stable,"-0.4 (-1.6, 0.8)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Castro County,***,"169.6 (112.7, 243.4)","16 (2, 128)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Bee County,***,"167.2 (138.2, 200.1)","17 (4, 94)",25,stable,"-0.5 (-1.4, 0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Dawson County,***,"165.7 (120.9, 221.1)","18 (2, 119)",9,stable,"0.4 (-1.5, 2.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Kleberg County,***,"163.5 (138.5, 191.6)","19 (5, 82)",31,stable,"-0.3 (-1.2, 0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
La Salle County,***,"163.5 (117.5, 221.2)","20 (2, 122)",9,stable,"-0.4 (-2.2, 1.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
McCulloch County,***,"163.3 (100.3, 251.7)","21 (2, 136)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
San Patricio County,***,"163.2 (143.5, 184.8)","22 (6, 71)",52,falling,"-1.2 (-1.8, -0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Falls County,***,"162.5 (96.8, 252.8)","23 (2, 136)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Hill County,***,"160.7 (105.2, 232.1)","24 (2, 135)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Deaf Smith County,***,"160.0 (120.8, 206.6)","25 (2, 121)",12,stable,"-0.8 (-2.3, 0.8)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Aransas County,***,"159.9 (115.8, 214.9)","26 (2, 122)",9,stable,"-1.4 (-3.3, 0.6)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Austin County,***,"159.7 (102.7, 233.2)","27 (2, 134)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Matagorda County,***,"158.0 (123.6, 198.3)","28 (3, 112)",16,stable,"-1.5 (-3.0, 0.1)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Zavala County,***,"157.9 (126.2, 195.1)","29 (4, 110)",18,stable,"-0.5 (-1.6, 0.6)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Karnes County,***,"157.8 (118.0, 206.2)","30 (3, 120)",11,stable,"-0.6 (-2.0, 0.8)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Frio County,***,"157.7 (127.9, 192.1)","31 (4, 105)",20,stable,"0.1 (-1.0, 1.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Hockley County,***,"157.7 (117.1, 206.7)","32 (3, 119)",11,stable,"-1.5 (-3.1, 0.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Potter County,***,"156.8 (133.1, 183.1)","33 (7, 93)",36,stable,"-0.3 (-1.4, 0.8)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Caldwell County,***,"156.6 (129.1, 188.0)","34 (5, 102)",25,stable,"-0.7 (-1.8, 0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Uvalde County,***,"156.6 (131.2, 185.4)","35 (6, 89)",27,stable,"-1.0 (-1.9, 0.0)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Jim Wells County,***,"155.7 (137.1, 176.2)","36 (9, 80)",52,stable,"-0.5 (-1.1, 0.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Taylor County,***,"155.3 (129.7, 184.2)","37 (6, 95)",28,stable,"-1.0 (-2.2, 0.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Yoakum County,***,"155.3 (95.5, 234.9)","38 (2, 137)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Randall County,***,"154.9 (116.3, 200.3)","39 (3, 121)",15,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Kaufman County,***,"154.4 (111.0, 206.5)","40 (2, 125)",12,stable,"-0.2 (-3.0, 2.7)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Victoria County,***,"154.4 (135.8, 174.7)","41 (10, 84)",52,stable,"-0.5 (-1.6, 0.6)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Ector County,***,"153.8 (137.4, 171.4)","42 (11, 79)",74,falling,"-1.0 (-1.7, -0.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Robertson County,***,"153.7 (89.2, 244.4)","43 (2, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Terry County,***,"151.8 (102.1, 215.3)","44 (2, 132)",7,stable,"-2.0 (-3.9, 0.0)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Crosby County,***,"150.3 (86.7, 239.5)","45 (2, 137)",4,stable,"-1.7 (-3.9, 0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Burleson County,***,"149.5 (87.9, 234.7)","46 (2, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Sutton County,***,"149.2 (87.8, 237.8)","47 (2, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Lubbock County,***,"146.6 (132.8, 161.3)","48 (18, 84)",94,falling,"-0.9 (-1.5, -0.4)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Howard County,***,"146.5 (113.2, 185.9)","49 (5, 118)",15,stable,"-0.5 (-1.9, 0.9)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Midland County,***,"146.4 (127.7, 166.8)","50 (13, 96)",51,stable,"6.0 (-3.6, 16.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Hale County,***,"145.0 (116.3, 178.2)","51 (6, 113)",19,stable,"-0.1 (-1.4, 1.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Maverick County,***,"144.7 (130.0, 160.7)","52 (18, 87)",71,stable,"0.0 (-0.6, 0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Starr County,***,"141.8 (127.7, 157.1)","53 (21, 91)",74,stable,"0.2 (-0.4, 0.9)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
DeWitt County,***,"141.4 (101.8, 191.0)","54 (3, 131)",9,stable,"-1.1 (-2.5, 0.3)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Dimmit County,***,"140.8 (109.3, 178.8)","55 (6, 123)",14,falling,"-1.5 (-2.4, -0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Nolan County,***,"140.6 (97.0, 196.7)","56 (4, 134)",7,stable,"-1.6 (-3.3, 0.3)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Winkler County,***,"140.5 (86.9, 212.8)","57 (2, 137)",5,stable,"-1.1 (-3.7, 1.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Val Verde County,***,"139.3 (123.3, 156.9)","58 (20, 96)",55,stable,"0.1 (-1.3, 1.6)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Bexar County,***,"136.1 (132.5, 139.6)","59 (45, 77)",1199,falling,"-1.1 (-1.3, -0.9)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Brazoria County,***,"136.0 (121.7, 151.4)","60 (23, 97)",78,falling,"-0.8 (-1.4, -0.1)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Gonzales County,***,"135.0 (99.5, 178.3)","61 (6, 129)",10,falling,"-1.9 (-3.2, -0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Bell County,***,"134.6 (117.1, 153.7)","62 (23, 105)",49,stable,"-0.8 (-1.8, 0.1)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Wharton County,***,"133.5 (104.7, 167.2)","63 (9, 124)",16,falling,"-1.7 (-2.7, -0.7)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Bastrop County,***,"133.3 (106.7, 163.9)","64 (11, 121)",20,stable,"-0.6 (-2.4, 1.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Brown County,***,"132.7 (91.1, 185.5)","65 (5, 135)",7,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Coryell County,***,"132.4 (86.8, 190.8)","66 (4, 136)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Atascosa County,***,"132.4 (113.4, 153.6)","67 (20, 111)",36,falling,"-1.3 (-2.4, -0.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Hays County,***,"132.0 (115.0, 150.6)","68 (25, 107)",52,falling,"-1.5 (-2.5, -0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Wilson County,***,"131.9 (108.4, 159.0)","69 (14, 117)",23,falling,"-2.0 (-3.0, -1.0)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Webb County,***,"131.9 (124.6, 139.5)","70 (43, 89)",252,falling,"-0.5 (-0.9, -0.1)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Gaines County,***,"131.6 (85.3, 191.3)","71 (3, 136)",6,stable,"-2.0 (-4.0, 0.1)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Kerr County,***,"131.2 (100.2, 168.2)","72 (9, 126)",13,falling,"-1.2 (-2.3, -0.1)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Galveston County,***,"130.7 (116.2, 146.5)","73 (31, 105)",65,falling,"-1.5 (-2.1, -0.8)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Ellis County,***,"129.6 (105.7, 156.6)","74 (15, 120)",27,stable,"-0.2 (-1.8, 1.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Wichita County,***,"129.5 (101.5, 162.1)","75 (12, 130)",17,falling,"-1.6 (-2.9, -0.3)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
El Paso County,***,"129.5 (125.5, 133.6)","76 (55, 87)",802,falling,"-1.1 (-1.3, -0.9)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Grimes County,***,"129.4 (78.8, 197.4)","77 (3, 137)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Guadalupe County,***,"128.0 (112.4, 145.0)","78 (32, 110)",53,falling,"-1.9 (-2.6, -1.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Tom Green County,***,"127.9 (111.0, 146.6)","79 (27, 114)",43,falling,"-1.1 (-1.8, -0.3)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Parker County,***,"126.4 (89.1, 172.3)","80 (7, 134)",9,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Johnson County,***,"126.1 (101.1, 154.7)","81 (18, 125)",23,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Angelina County,***,"126.0 (91.9, 167.2)","82 (8, 133)",11,stable,"-1.1 (-2.8, 0.7)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Waller County,***,"125.3 (83.7, 177.8)","83 (6, 136)",7,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Nueces County,***,"125.1 (118.2, 132.2)","84 (54, 97)",257,falling,"-1.4 (-1.7, -1.1)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Reeves County,***,"123.5 (95.1, 157.7)","85 (17, 132)",13,falling,"-1.6 (-2.6, -0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Willacy County,***,"123.5 (101.6, 148.8)","86 (24, 123)",23,stable,"-0.9 (-2.1, 0.3)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Cameron County,***,"120.6 (115.2, 126.2)","87 (67, 100)",386,falling,"-0.9 (-1.2, -0.6)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Milam County,***,"120.6 (72.5, 185.6)","88 (4, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Colorado County,***,"120.6 (75.8, 180.2)","89 (4, 137)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Calhoun County,***,"120.5 (87.8, 160.7)","90 (13, 134)",10,falling,"-2.7 (-3.9, -1.4)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Rusk County,***,"117.5 (63.1, 194.2)","91 (3, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Hidalgo County,***,"117.1 (113.1, 121.2)","92 (75, 103)",671,falling,"-0.8 (-1.1, -0.6)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Titus County,***,"115.6 (70.7, 175.4)","93 (4, 137)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Medina County,***,"114.1 (95.3, 135.4)","94 (40, 126)",27,falling,"-1.4 (-2.3, -0.4)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Jones County,***,"111.7 (64.2, 178.0)","95 (5, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Parmer County,***,"111.4 (66.9, 172.1)","96 (6, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Ward County,***,"110.9 (72.6, 161.3)","97 (10, 137)",6,stable,"-0.7 (-2.7, 1.3)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
McLennan County,***,"110.8 (94.6, 128.9)","98 (53, 127)",37,falling,"-1.5 (-2.4, -0.6)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Travis County,***,"109.8 (102.3, 117.5)","99 (79, 116)",201,falling,"-2.2 (-2.7, -1.7)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Liberty County,***,"109.5 (73.1, 155.5)","100 (11, 137)",8,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Brewster County,***,"108.9 (71.0, 161.1)","101 (10, 137)",5,falling,"-1.9 (-3.2, -0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Goliad County,***,"108.5 (62.2, 177.2)","102 (5, 137)",3,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Harris County,***,"107.5 (104.3, 110.7)","103 (88, 114)",1057,falling,"-1.5 (-1.8, -1.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Tarrant County,***,"107.4 (101.2, 113.8)","104 (85, 117)",281,falling,"-1.3 (-1.8, -0.8)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Brazos County,***,"107.3 (86.8, 130.7)","105 (48, 132)",24,stable,"-1.5 (-3.2, 0.1)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Kendall County,***,"106.9 (72.4, 150.6)","106 (17, 137)",7,falling,"-3.2 (-5.1, -1.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Walker County,***,"105.5 (62.8, 162.9)","107 (8, 137)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Scurry County,***,"105.4 (65.8, 158.4)","108 (10, 137)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Andrews County,***,"105.0 (67.5, 153.8)","109 (13, 137)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Hunt County,***,"104.7 (64.9, 156.8)","110 (8, 137)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Dallas County,***,"104.4 (99.7, 109.3)","111 (90, 118)",483,falling,"-1.3 (-1.6, -1.0)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Moore County,***,"104.3 (71.4, 146.2)","112 (16, 137)",8,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Williamson County,***,"101.9 (89.6, 115.2)","113 (80, 129)",62,falling,"-2.0 (-2.9, -1.0)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Navarro County,***,"101.2 (64.8, 148.5)","114 (12, 137)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Hood County,***,"101.1 (57.7, 161.4)","115 (8, 137)",4,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Cooke County,***,"100.3 (52.1, 170.0)","116 (5, 137)",3,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Grayson County,***,"99.1 (62.8, 145.9)","117 (19, 137)",6,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Zapata County,***,"97.7 (73.3, 127.4)","118 (47, 137)",11,stable,"-1.0 (-2.4, 0.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Fort Bend County,***,"96.7 (87.8, 106.3)","119 (92, 130)",100,falling,"-1.9 (-2.4, -1.5)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Comal County,***,"95.5 (79.5, 113.7)","120 (78, 135)",27,falling,"-2.3 (-3.3, -1.2)",Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Cherokee County,***,"93.0 (55.1, 144.4)","121 (18, 137)",5,*,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
