County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Outagamie County,***,"13.2 (10.4, 16.5)","26 (7, 36)",15,stable,"-0.7 (-1.7, 0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Winnebago County,***,"13.1 (10.1, 16.6)","27 (8, 37)",13,falling,"-1.3 (-2.2, -0.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
St. Croix County,***,"13.0 (9.2, 18.0)","28 (5, 37)",7,falling,"-2.0 (-3.3, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Marathon County,***,"12.9 (9.7, 16.9)","29 (6, 37)",11,stable,"1.8 (-2.4, 6.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Washington County,***,"12.6 (9.4, 16.5)","30 (9, 37)",10,falling,"-1.6 (-3.0, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Jefferson County,***,"12.2 (8.4, 17.2)","31 (6, 37)",7,falling,"-1.8 (-3.4, -0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Sheboygan County,***,"11.8 (8.4, 16.1)","32 (9, 37)",8,stable,"-24.2 (-43.0, 0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Dane County,***,"11.3 (9.7, 13.0)","33 (21, 37)",37,falling,"-1.9 (-2.5, -1.4)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Waukesha County,***,"10.9 (9.1, 12.9)","34 (22, 37)",26,falling,"-1.6 (-2.4, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Portage County,***,"10.5 (6.4, 16.2)","35 (8, 37)",4,stable,"0.0 (-2.1, 2.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Chippewa County,***,"9.6 (5.7, 15.2)","36 (12, 37)",4,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Ozaukee County,***,"9.4 (6.0, 14.1)","37 (17, 37)",5,falling,"-1.9 (-3.8, -0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Adams County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Ashland County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Barron County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Bayfield County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Buffalo County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Burnett County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Clark County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Crawford County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Door County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Dunn County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Florence County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Forest County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Grant County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Green Lake County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Iowa County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Iron County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Jackson County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Juneau County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Kewaunee County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Lafayette County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Langlade County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Lincoln County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Marquette County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Menominee County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Pepin County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Pierce County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Price County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Richland County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Rusk County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Sawyer County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Taylor County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Vernon County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Vilas County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Washburn County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Waushara County,***,*,*,3 or fewer,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Wisconsin,***,"522.6 (518.1, 527.0)",,10951,falling,"-1.8 (-2.1, -1.4)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
United States,***,"512.0 (511.4, 512.6)",,568048,falling,"-2.1 (-2.4, -1.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Florence County,***,"720.8 (572.1, 896.0)","1 (1, 67)",17,stable,"0.5 (-0.8, 1.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Iron County,***,"661.8 (545.2, 796.4)","2 (1, 54)",24,stable,"-0.5 (-1.5, 0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Ashland County,***,"655.1 (567.1, 752.9)","3 (1, 48)",41,stable,"-0.6 (-1.3, 0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Forest County,***,"653.0 (548.9, 771.3)","4 (1, 55)",28,stable,"-0.6 (-1.4, 0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Juneau County,***,"628.6 (564.7, 697.9)","5 (1, 44)",72,falling,"-0.8 (-1.4, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Adams County,***,"618.7 (554.1, 688.9)","6 (1, 45)",70,stable,"-0.5 (-1.0, 0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Washburn County,***,"610.8 (536.5, 692.6)","7 (1, 55)",51,stable,"-0.7 (-1.4, 0.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marinette County,***,"602.9 (555.2, 653.7)","8 (2, 42)",121,falling,"-0.7 (-1.2, -0.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Burnett County,***,"602.1 (529.2, 682.3)","9 (1, 57)",52,falling,"-0.8 (-1.4, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Menominee County,***,"595.8 (425.8, 812.0)","10 (1, 72)",8,falling,"-3.0 (-4.5, -1.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Oneida County,***,"591.7 (543.1, 643.6)","11 (2, 47)",111,falling,"-0.7 (-1.1, -0.4)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marquette County,***,"590.9 (516.5, 673.0)","12 (1, 62)",47,falling,"-5.5 (-10.0, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Douglas County,***,"580.6 (528.8, 636.1)","13 (2, 55)",96,falling,"-1.4 (-1.7, -1.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Clark County,***,"579.8 (521.4, 643.0)","14 (2, 55)",74,falling,"-0.7 (-1.2, -0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sauk County,***,"576.9 (534.9, 621.3)","15 (3, 49)",144,falling,"-0.5 (-0.9, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Milwaukee County,***,"576.2 (563.5, 589.1)","16 (8, 30)",1650,falling,"-1.0 (-1.1, -0.9)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lafayette County,***,"575.9 (496.9, 663.8)","17 (1, 68)",39,stable,"-0.7 (-1.3, 0.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Langlade County,***,"574.6 (508.4, 647.0)","18 (1, 63)",56,stable,"-0.6 (-1.3, 0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Kenosha County,***,"568.2 (539.1, 598.5)","19 (6, 45)",297,falling,"-0.9 (-1.2, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Green Lake County,***,"568.2 (498.6, 644.8)","20 (2, 67)",49,stable,"-0.5 (-1.2, 0.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Waupaca County,***,"568.2 (525.0, 613.9)","21 (4, 54)",133,falling,"-0.9 (-1.3, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Waushara County,***,"564.6 (505.9, 628.2)","22 (3, 62)",69,falling,"-0.9 (-1.5, -0.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sawyer County,***,"561.6 (490.2, 640.6)","23 (2, 67)",47,falling,"-1.3 (-1.9, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lincoln County,***,"561.5 (505.0, 622.6)","24 (3, 64)",73,falling,"-1.1 (-1.6, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Polk County,***,"561.4 (513.9, 612.1)","25 (4, 59)",105,falling,"-1.0 (-1.4, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Rusk County,***,"559.5 (483.2, 644.6)","26 (2, 70)",40,falling,"-5.4 (-8.1, -2.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Rock County,***,"558.3 (531.0, 586.5)","27 (8, 47)",323,falling,"-0.9 (-1.2, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Columbia County,***,"555.3 (511.3, 602.1)","28 (5, 57)",121,falling,"-0.9 (-1.2, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Wood County,***,"550.8 (514.8, 588.7)","29 (8, 55)",179,stable,"3.5 (-0.7, 7.9)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
St. Croix County,***,"549.4 (509.0, 592.0)","30 (6, 60)",144,falling,"-0.7 (-1.2, -0.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Manitowoc County,***,"548.3 (513.5, 584.9)","31 (9, 56)",190,falling,"-0.9 (-1.2, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Grant County,***,"547.7 (501.3, 597.3)","32 (6, 61)",106,falling,"-0.5 (-1.0, -0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Racine County,***,"547.5 (522.8, 573.1)","33 (12, 49)",381,falling,"-1.1 (-1.3, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Barron County,***,"546.4 (501.4, 594.5)","34 (6, 61)",111,falling,"-0.8 (-1.2, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Monroe County,***,"544.3 (494.6, 597.7)","35 (5, 64)",90,falling,"-0.6 (-1.1, -0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Shawano County,***,"543.6 (496.5, 593.9)","36 (6, 64)",99,falling,"-0.6 (-1.0, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Dodge County,***,"541.2 (506.4, 577.8)","37 (10, 57)",185,falling,"-1.0 (-1.4, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Price County,***,"539.0 (464.0, 622.7)","38 (2, 71)",38,stable,"-0.6 (-1.4, 0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Chippewa County,***,"536.5 (495.3, 580.2)","39 (8, 62)",129,falling,"-1.0 (-1.4, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jackson County,***,"528.7 (460.4, 604.3)","40 (4, 70)",44,falling,"-1.3 (-1.8, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Walworth County,***,"528.7 (496.0, 563.0)","41 (14, 62)",201,falling,"-1.0 (-1.3, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Vilas County,***,"528.6 (474.4, 587.4)","42 (7, 69)",71,falling,"-1.3 (-2.0, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Green County,***,"527.8 (475.7, 584.1)","43 (7, 69)",78,falling,"-0.7 (-1.3, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Dunn County,***,"515.3 (464.0, 570.8)","44 (9, 70)",77,stable,"-0.6 (-1.2, 0.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Crawford County,***,"515.0 (444.6, 593.4)","45 (5, 72)",39,stable,"-0.6 (-1.3, 0.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Richland County,***,"509.7 (442.3, 584.6)","46 (6, 72)",43,falling,"-1.2 (-1.9, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sheboygan County,***,"508.5 (478.7, 539.6)","47 (25, 66)",224,falling,"-1.0 (-1.4, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Oconto County,***,"507.7 (458.6, 560.5)","48 (11, 70)",81,falling,"-1.0 (-1.6, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pierce County,***,"507.2 (452.7, 566.3)","49 (10, 71)",66,falling,"-1.1 (-1.7, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Buffalo County,***,"507.1 (429.8, 594.5)","50 (5, 72)",31,falling,"-1.3 (-2.0, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Winnebago County,***,"506.4 (480.9, 532.8)","51 (30, 66)",306,falling,"-1.1 (-1.4, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Fond du Lac County,***,"505.3 (474.4, 537.7)","52 (23, 67)",205,falling,"-0.9 (-1.3, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Trempealeau County,***,"504.4 (446.7, 567.5)","53 (10, 71)",56,falling,"-0.7 (-1.2, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jefferson County,***,"501.3 (465.7, 538.9)","54 (24, 70)",152,falling,"-1.5 (-1.8, -1.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Brown County,***,"501.2 (479.6, 523.5)","55 (35, 65)",418,falling,"-1.0 (-1.2, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Vernon County,***,"495.9 (441.9, 554.8)","56 (14, 71)",63,falling,"-1.1 (-1.6, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Bayfield County,***,"494.4 (426.7, 569.8)","57 (9, 72)",40,falling,"-1.9 (-2.8, -1.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Outagamie County,***,"484.5 (459.4, 510.6)","58 (40, 69)",289,falling,"-1.5 (-1.8, -1.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
La Crosse County,***,"484.2 (454.0, 515.9)","59 (36, 70)",199,falling,"-1.3 (-1.6, -0.9)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Eau Claire County,***,"483.4 (450.2, 518.4)","60 (35, 70)",163,falling,"-1.3 (-1.8, -0.9)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Ozaukee County,***,"476.6 (445.1, 509.7)","61 (38, 71)",175,falling,"-1.4 (-1.7, -1.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marathon County,***,"476.3 (449.7, 504.1)","62 (42, 71)",245,falling,"-1.2 (-1.5, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Iowa County,***,"475.4 (412.9, 544.6)","63 (15, 72)",43,falling,"-1.2 (-1.8, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Waukesha County,***,"471.4 (456.2, 487.0)","64 (51, 70)",750,falling,"-2.0 (-2.4, -1.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Taylor County,***,"468.3 (405.3, 538.4)","65 (17, 72)",41,falling,"-1.7 (-2.5, -0.9)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Door County,***,"466.1 (418.1, 518.1)","66 (33, 72)",73,falling,"-1.3 (-1.8, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Dane County,***,"461.8 (446.4, 477.7)","67 (55, 71)",710,falling,"-2.9 (-4.8, -1.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Kewaunee County,***,"458.8 (396.5, 527.9)","68 (20, 72)",40,falling,"-1.5 (-2.1, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Portage County,***,"446.3 (409.0, 486.0)","69 (46, 72)",108,falling,"-1.4 (-1.8, -1.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Washington County,***,"445.0 (419.3, 471.8)","70 (56, 72)",230,falling,"-2.6 (-3.7, -1.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pepin County,***,"410.0 (318.3, 520.0)","71 (17, 72)",14,stable,"-1.1 (-2.3, 0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Calumet County,***,"402.7 (359.2, 449.8)","72 (61, 72)",65,falling,"-1.3 (-2.1, -0.4)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Wisconsin,***,"44.8 (44.1, 45.6)",,2993,falling,"-1.8 (-1.9, -1.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
United States,***,"48.4 (48.3, 48.5)",,171025,falling,"-2.4 (-2.7, -2.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Burnett County,***,"63.1 (47.5, 83.4)","1 (1, 59)",14,stable,"-0.4 (-1.4, 0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Rusk County,***,"61.3 (44.5, 83.3)","2 (1, 66)",11,stable,"0.7 (-0.6, 2.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sawyer County,***,"60.8 (45.3, 80.9)","3 (1, 64)",13,stable,"-0.2 (-2.9, 2.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Juneau County,***,"60.7 (48.9, 74.8)","4 (1, 48)",21,falling,"-1.8 (-2.9, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Florence County,***,"59.7 (29.4, 111.9)","5 (1, 71)",3,stable,"-1.1 (-3.6, 1.4)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marquette County,***,"59.1 (43.7, 79.3)","6 (1, 64)",12,falling,"-1.5 (-2.8, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Langlade County,***,"58.2 (44.8, 75.1)","7 (1, 63)",16,stable,"-0.9 (-2.4, 0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marinette County,***,"57.4 (48.0, 68.5)","8 (1, 46)",31,falling,"-1.7 (-2.5, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Oneida County,***,"56.9 (46.4, 69.5)","9 (1, 52)",27,falling,"-1.1 (-2.1, -0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Waushara County,***,"56.0 (43.9, 71.0)","10 (1, 62)",18,falling,"-1.5 (-2.4, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Douglas County,***,"55.3 (46.1, 65.9)","11 (1, 52)",29,falling,"-2.0 (-2.5, -1.4)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Milwaukee County,***,"54.3 (52.1, 56.4)","12 (6, 24)",528,falling,"-1.8 (-2.0, -1.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Manitowoc County,***,"53.9 (47.1, 61.6)","13 (2, 46)",53,falling,"-0.8 (-1.6, -0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Washburn County,***,"53.7 (38.3, 74.1)","14 (1, 70)",10,falling,"-2.9 (-4.2, -1.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wood County,***,"52.6 (45.6, 60.4)","15 (2, 51)",47,rising,"7.1 (0.2, 14.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Polk County,***,"51.6 (43.1, 61.7)","16 (2, 58)",30,falling,"-1.2 (-2.0, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Iron County,***,"51.5 (32.0, 85.5)","17 (1, 71)",5,stable,"-1.2 (-3.5, 1.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sauk County,***,"51.5 (44.2, 59.8)","18 (2, 55)",39,falling,"-0.9 (-1.7, -0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Taylor County,***,"51.2 (38.1, 67.7)","19 (1, 69)",12,stable,"-0.9 (-2.0, 0.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Crawford County,***,"50.7 (36.5, 69.3)","20 (1, 70)",10,falling,"-1.5 (-2.6, -0.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Waupaca County,***,"50.3 (42.3, 59.6)","21 (3, 59)",33,falling,"-1.5 (-2.2, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clark County,***,"50.2 (40.3, 61.9)","22 (2, 66)",19,falling,"-1.0 (-1.8, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ashland County,***,"49.4 (35.5, 67.7)","23 (1, 71)",10,stable,"-1.0 (-2.2, 0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lincoln County,***,"49.4 (39.0, 62.3)","24 (2, 68)",18,falling,"-1.4 (-2.3, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Price County,***,"49.1 (35.0, 68.6)","25 (1, 71)",10,falling,"-2.0 (-3.3, -0.7)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Racine County,***,"48.7 (44.5, 53.1)","26 (10, 50)",113,falling,"-1.9 (-2.3, -1.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Trempealeau County,***,"48.5 (37.7, 61.5)","27 (2, 69)",15,stable,"-0.6 (-1.8, 0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
