,County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
56,King and Queen County,***,"215.6 (159.9, 286.8)","55 (6, 130)",11,falling,"-1.7 (-2.9, -0.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
57,Suffolk City,***,"213.9 (193.9, 235.5)","56 (21, 94)",91,falling,"-1.8 (-2.2, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
58,Middlesex County,***,"212.5 (175.0, 259.1)","57 (10, 122)",23,falling,"-2.0 (-2.6, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
59,Orange County,***,"212.1 (186.5, 240.6)","58 (17, 108)",51,falling,"-1.7 (-2.3, -1.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
60,Patrick County,***,"210.2 (175.5, 250.9)","59 (11, 120)",29,stable,"-0.8 (-1.7, 0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
61,Cumberland County,***,"208.2 (162.2, 265.1)","60 (9, 129)",15,falling,"-2.1 (-3.1, -1.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
62,Culpeper County,***,"207.3 (183.0, 234.0)","61 (21, 110)",56,falling,"-1.4 (-2.0, -0.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
63,Wythe County,***,"206.0 (177.8, 237.9)","62 (18, 116)",41,falling,"-1.7 (-2.4, -0.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
64,Dinwiddie County,***,"205.9 (174.6, 241.4)","63 (16, 121)",33,falling,"-1.6 (-2.4, -0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
65,Lancaster County,***,"204.3 (165.5, 253.4)","64 (10, 127)",24,falling,"-2.2 (-3.2, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
66,King William County,***,"203.7 (161.7, 253.4)","65 (10, 128)",18,falling,"-1.7 (-2.9, -0.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
67,Shenandoah County,***,"203.6 (181.0, 228.5)","66 (24, 110)",62,falling,"-1.2 (-1.7, -0.7)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
68,Mathews County,***,"203.2 (162.0, 256.1)","67 (12, 126)",18,falling,"-2.3 (-3.5, -1.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
69,Pittsylvania County,***,"203.1 (184.0, 224.0)","68 (31, 106)",89,falling,"-1.6 (-2.1, -1.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
70,Isle of Wight County,***,"202.7 (176.3, 232.3)","69 (22, 119)",46,falling,"-2.2 (-3.1, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
71,Appomattox County,***,"202.2 (164.5, 246.7)","70 (13, 127)",21,stable,"-1.2 (-2.5, 0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
72,Henry County,***,"200.8 (181.0, 222.5)","71 (35, 109)",79,falling,"-0.9 (-1.3, -0.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
73,Lee County,***,"200.5 (170.4, 234.8)","72 (20, 122)",34,falling,"-1.6 (-2.3, -0.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
74,Charles City County,***,"200.2 (148.4, 268.3)","73 (7, 131)",11,falling,"-2.3 (-3.4, -1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
75,Poquoson City,***,"200.2 (156.8, 252.8)","74 (11, 129)",15,falling,"-2.8 (-4.4, -1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
76,Chesapeake City,***,"198.2 (185.7, 211.3)","75 (47, 99)",208,falling,"-2.2 (-2.5, -1.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
77,New Kent County,***,"195.7 (159.9, 237.4)","76 (16, 127)",25,falling,"-2.3 (-3.5, -1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
78,Campbell County,***,"195.4 (174.9, 217.9)","77 (32, 116)",69,falling,"-1.6 (-2.3, -0.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
79,Bedford City and County,***,"195.2 (178.5, 213.2)","78 (41, 110)",107,falling,"-1.7 (-2.2, -1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
80,Amherst County,***,"195.0 (168.5, 224.8)","79 (27, 124)",41,falling,"-1.6 (-2.3, -0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
81,Floyd County,***,"193.1 (157.2, 235.7)","80 (17, 129)",22,stable,"-0.3 (-1.3, 0.7)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
82,Winchester City,***,"191.5 (160.6, 226.8)","81 (23, 126)",28,falling,"-1.9 (-2.6, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
83,Caroline County,***,"191.4 (161.5, 225.4)","82 (22, 126)",31,falling,"-2.2 (-3.0, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
84,Washington County,***,"189.1 (169.7, 210.4)","83 (44, 119)",74,falling,"-1.5 (-2.0, -0.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
85,Louisa County,***,"188.7 (163.9, 216.4)","84 (37, 124)",46,falling,"-1.9 (-2.7, -1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
86,Chesterfield County,***,"187.6 (177.8, 197.8)","85 (63, 107)",307,falling,"-1.8 (-2.2, -1.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
87,Alleghany County and Clifton Forge City,***,"187.3 (152.6, 229.0)","86 (21, 128)",22,falling,"-1.6 (-2.6, -0.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
88,Bland County,***,"186.5 (134.7, 254.7)","87 (9, 132)",9,*,*,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
89,Grayson County,***,"185.5 (151.1, 226.5)","88 (24, 129)",22,falling,"-1.2 (-2.1, -0.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
90,Harrisonburg City,***,"185.1 (156.5, 217.1)","89 (31, 126)",31,falling,"-2.4 (-3.4, -1.4)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
91,Richmond City,***,"184.6 (172.3, 197.6)","90 (62, 114)",185,falling,"-4.3 (-5.4, -3.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
92,Henrico County,***,"184.6 (175.0, 194.6)","91 (65, 110)",290,falling,"-1.9 (-2.2, -1.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
93,Charlottesville City,***,"184.2 (155.8, 216.2)","92 (33, 127)",33,falling,"-2.4 (-3.1, -1.7)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
94,Craig County,***,"183.2 (124.9, 263.7)","93 (7, 133)",7,stable,"-0.3 (-2.1, 1.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
95,Southampton County,***,"181.7 (148.4, 221.1)","94 (27, 131)",23,falling,"-2.5 (-3.3, -1.7)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
96,Hanover County,***,"179.2 (164.2, 195.3)","95 (63, 121)",111,falling,"-2.4 (-3.0, -1.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
97,Highland County,***,"178.9 (108.7, 308.2)","96 (5, 133)",4,*,*,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
98,Virginia Beach City,***,"178.8 (170.5, 187.3)","97 (76, 115)",372,falling,"-1.9 (-2.1, -1.7)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
99,Pulaski County,***,"177.9 (154.7, 204.0)","98 (50, 126)",45,falling,"-1.8 (-2.5, -1.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
100,Rappahannock County,***,"177.9 (134.2, 235.6)","99 (14, 132)",12,falling,"-2.3 (-3.7, -0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
101,Emporia City,***,"177.3 (117.0, 259.9)","100 (7, 133)",6,falling,"-2.8 (-4.5, -1.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
102,Frederick County,***,"177.2 (161.0, 194.7)","101 (61, 122)",91,falling,"-1.9 (-2.5, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
103,Franklin County,***,"177.1 (158.6, 197.4)","102 (58, 125)",74,falling,"-1.4 (-1.9, -0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
104,Falls Church City,***,"175.6 (129.3, 232.3)","103 (13, 133)",10,falling,"-2.2 (-3.6, -0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
105,Clarke County,***,"175.1 (139.7, 218.0)","104 (25, 132)",18,falling,"-1.4 (-2.7, -0.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
106,Spotsylvania County,***,"175.0 (160.4, 190.5)","105 (68, 123)",115,falling,"-2.3 (-2.9, -1.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
107,James City County,***,"174.3 (159.0, 190.8)","106 (68, 123)",102,falling,"-1.3 (-1.9, -0.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
108,King George County,***,"172.5 (139.9, 210.3)","107 (31, 131)",22,falling,"-2.2 (-3.3, -1.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
109,Carroll County,***,"172.0 (148.9, 198.3)","108 (52, 129)",42,falling,"-1.0 (-1.9, -0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
110,Montgomery County,***,"171.4 (153.5, 190.9)","109 (66, 125)",69,falling,"-1.7 (-2.2, -1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
111,Rockingham County,***,"171.2 (155.4, 188.3)","110 (67, 125)",88,falling,"-1.0 (-1.5, -0.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
112,Greene County,***,"170.5 (136.1, 211.1)","111 (35, 132)",19,falling,"-1.8 (-3.1, -0.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
113,Fluvanna County,***,"169.8 (142.7, 201.1)","112 (47, 131)",29,falling,"-2.2 (-3.1, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
114,Roanoke County,***,"169.7 (155.3, 185.2)","113 (70, 125)",106,falling,"-1.3 (-1.7, -0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
115,Fauquier County,***,"168.9 (150.4, 189.1)","114 (65, 127)",67,falling,"-2.3 (-3.0, -1.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
116,Manassas City,***,"168.4 (136.7, 204.7)","115 (42, 131)",24,falling,"-2.4 (-3.4, -1.4)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
117,Bath County,***,"165.7 (113.7, 242.4)","116 (11, 133)",7,falling,"-2.7 (-4.2, -1.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
118,Rockbridge County,***,"164.1 (137.5, 195.2)","117 (52, 131)",30,falling,"-1.8 (-2.7, -0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
119,Augusta County,***,"162.9 (147.7, 179.5)","118 (82, 128)",87,falling,"-1.9 (-2.5, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
120,Stafford County,***,"161.8 (146.1, 178.7)","119 (78, 128)",90,falling,"-3.8 (-4.9, -2.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
121,Prince George County,***,"159.6 (134.5, 188.0)","120 (63, 131)",31,falling,"-3.0 (-3.9, -2.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
122,Botetourt County,***,"159.5 (136.7, 185.5)","121 (69, 131)",38,falling,"-2.2 (-3.0, -1.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
123,Powhatan County,***,"157.5 (131.3, 187.8)","122 (64, 132)",28,falling,"-2.9 (-3.8, -2.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
124,Northumberland County,***,"156.5 (127.5, 193.9)","123 (58, 132)",23,falling,"-2.9 (-3.9, -1.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
125,Fredericksburg City,***,"155.0 (122.7, 192.9)","124 (53, 133)",17,falling,"-8.6 (-12.8, -4.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
126,Albemarle County,***,"150.8 (137.4, 165.3)","125 (101, 129)",96,falling,"-1.7 (-2.4, -1.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
127,Prince William County,***,"150.6 (141.3, 160.2)","126 (107, 128)",236,falling,"-2.9 (-3.3, -2.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
128,Alexandria City,***,"137.4 (123.6, 152.3)","127 (112, 132)",80,falling,"-3.1 (-3.5, -2.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
129,Loudoun County,***,"136.5 (127.2, 146.2)","128 (119, 132)",180,falling,"-3.0 (-3.5, -2.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
130,York County,***,"132.7 (116.1, 151.0)","129 (114, 133)",48,falling,"-3.3 (-4.1, -2.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
131,Fairfax County,***,"125.9 (121.5, 130.5)","130 (126, 133)",656,falling,"-2.4 (-2.6, -2.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
132,Arlington County,***,"123.2 (112.5, 134.6)","131 (124, 133)",106,falling,"-2.8 (-3.2, -2.4)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
133,Manassas Park City,***,"100.6 (62.7, 150.9)","132 (96, 133)",5,falling,"-4.8 (-7.5, -2.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
134,Williamsburg City,***,"97.7 (68.1, 137.5)","133 (118, 133)",7,stable,"12.0 (-30.4, 80.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
0,Virginia,***,"130.1 (128.7, 131.4)",,7119,falling,"-1.6 (-1.7, -1.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
1,United States,***,"131.1 (130.9, 131.3)",,283394,falling,"-1.9 (-2.1, -1.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
2,Galax City,***,"327.5 (260.3, 409.0)","1 (1, 6)",18,stable,"-4.8 (-34.8, 39.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
3,Greensville County,***,"236.2 (182.4, 302.6)","2 (1, 52)",15,rising,"1.5 (0.2, 2.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
4,Martinsville City,***,"233.6 (193.9, 280.3)","3 (1, 24)",26,stable,"0.6 (-0.4, 1.6)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
5,Sussex County,***,"219.6 (172.7, 277.5)","4 (1, 80)",17,stable,"0.0 (-1.3, 1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
6,Petersburg City,***,"218.5 (190.8, 249.4)","5 (2, 22)",50,stable,"-0.7 (-1.6, 0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
7,Covington City,***,"211.6 (152.4, 289.0)","6 (1, 112)",10,stable,"1.2 (-0.5, 2.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
8,Franklin City,***,"195.4 (147.0, 255.8)","7 (2, 109)",13,falling,"-1.3 (-2.4, -0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
9,Fairfax City,***,"191.3 (160.6, 226.3)","8 (2, 63)",29,falling,"-1.2 (-2.3, -0.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
10,Bath County,***,"189.5 (133.9, 269.4)","9 (1, 125)",8,stable,"0.3 (-1.1, 1.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
11,Waynesboro City,***,"182.6 (154.4, 215.2)","10 (2, 77)",31,stable,"0.1 (-0.7, 0.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
12,Hopewell City,***,"182.5 (153.4, 215.9)","11 (2, 78)",29,stable,"0.2 (-0.7, 1.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
13,Buena Vista City,***,"181.4 (132.2, 245.4)","12 (2, 126)",9,stable,"-1.0 (-2.5, 0.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
14,Dickenson County,***,"178.8 (144.7, 219.9)","13 (2, 100)",21,stable,"0.4 (-0.7, 1.4)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
15,Accomack County,***,"176.6 (153.5, 202.7)","14 (4, 70)",49,stable,"-0.6 (-1.1, 0.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
16,Scott County,***,"176.2 (150.2, 206.7)","15 (3, 83)",35,stable,"-0.1 (-0.8, 0.7)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
17,Buchanan County,***,"174.3 (146.5, 206.9)","16 (4, 88)",31,stable,"-0.7 (-1.6, 0.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
18,Wise County,***,"171.5 (149.5, 196.2)","17 (5, 75)",46,stable,"-0.3 (-0.9, 0.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
19,Bristol City,***,"171.1 (142.4, 205.2)","18 (3, 100)",27,stable,"0.3 (-0.6, 1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
20,Richmond County,***,"170.1 (131.2, 221.2)","19 (2, 122)",14,stable,"-0.3 (-1.6, 1.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
21,Portsmouth City,***,"169.5 (155.2, 184.8)","20 (6, 56)",108,falling,"-0.7 (-1.2, -0.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
22,Lee County,***,"168.4 (142.4, 198.7)","21 (4, 95)",32,stable,"0.5 (-0.4, 1.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
23,Salem City,***,"168.4 (143.6, 196.9)","22 (5, 93)",35,stable,"-0.5 (-1.3, 0.4)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
24,Staunton City,***,"167.8 (143.0, 196.3)","23 (5, 94)",36,stable,"-0.2 (-1.1, 0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
25,Tazewell County,***,"165.3 (145.9, 186.9)","24 (7, 79)",58,stable,"-0.3 (-0.9, 0.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
26,Halifax County with South Boston City,***,"164.4 (143.0, 188.5)","25 (7, 90)",50,stable,"0.1 (-0.5, 0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
27,Roanoke City,***,"163.1 (149.7, 177.6)","26 (10, 65)",117,falling,"-0.5 (-0.9, -0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
28,Grayson County,***,"163.0 (133.8, 198.6)","27 (4, 117)",24,stable,"0.3 (-0.9, 1.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
29,King and Queen County,***,"162.6 (118.4, 221.7)","28 (2, 129)",10,stable,"0.2 (-1.2, 1.7)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
30,Lexington City,***,"161.9 (114.1, 229.7)","29 (2, 130)",9,stable,"-1.6 (-3.7, 0.4)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
31,Gloucester County,***,"161.4 (140.6, 184.8)","30 (7, 96)",46,falling,"-0.9 (-1.6, -0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
32,Caroline County,***,"160.5 (136.4, 188.0)","31 (6, 105)",33,stable,"-0.6 (-1.3, 0.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
33,Colonial Heights City,***,"159.8 (132.0, 192.6)","32 (5, 113)",25,falling,"-0.8 (-1.5, -0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
34,Charlotte County,***,"159.2 (125.3, 201.2)","33 (4, 122)",17,stable,"-0.8 (-1.8, 0.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
35,Smyth County,***,"158.3 (136.7, 183.0)","34 (7, 98)",41,stable,"-0.5 (-1.2, 0.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
36,Nottoway County,***,"156.8 (124.4, 196.2)","35 (4, 124)",18,stable,"-0.2 (-1.3, 0.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
37,Essex County,***,"156.5 (121.4, 200.4)","36 (4, 123)",15,stable,"-0.7 (-1.7, 0.4)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
38,Norfolk City,***,"155.8 (146.0, 166.2)","37 (18, 69)",197,falling,"-1.4 (-1.7, -1.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
39,Amelia County,***,"154.7 (121.3, 195.9)","38 (5, 125)",16,stable,"0.0 (-1.3, 1.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
40,Lancaster County,***,"154.3 (121.4, 197.2)","39 (4, 121)",22,falling,"-1.7 (-2.6, -0.9)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
41,Newport News City,***,"154.0 (143.5, 165.1)","40 (19, 75)",166,falling,"-1.3 (-1.7, -0.8)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
42,New Kent County,***,"152.6 (123.5, 187.0)","41 (6, 122)",21,falling,"-1.2 (-2.2, -0.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
43,Giles County,***,"152.2 (123.5, 186.6)","42 (5, 121)",21,falling,"-1.1 (-2.0, -0.1)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
44,Lynchburg City,***,"150.9 (135.4, 167.8)","43 (16, 97)",76,falling,"-0.8 (-1.2, -0.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
45,Brunswick County,***,"150.6 (121.0, 186.8)","44 (6, 123)",21,falling,"-1.4 (-2.6, -0.2)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
46,Warren County,***,"149.3 (128.7, 172.6)","45 (10, 109)",39,stable,"-0.9 (-1.7, 0.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
47,Westmoreland County,***,"149.0 (122.8, 180.6)","46 (7, 121)",25,falling,"-1.0 (-1.6, -0.3)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
48,Lunenburg County,***,"149.0 (115.6, 191.1)","47 (5, 128)",15,stable,"-0.5 (-1.4, 0.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
49,Page County,***,"147.6 (124.1, 175.0)","48 (10, 119)",29,stable,"0.0 (-1.1, 1.0)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
50,Louisa County,***,"147.3 (127.0, 170.4)","49 (11, 112)",40,stable,"-0.4 (-1.4, 0.5)",Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
