Expand,Discipline ,MUA/P ID ,Service Area Name ,Designation Type ,Primary State Name ,County ,Index of Medical Underservice Score ,Status ,Rural Status ,Designation Date ,Update Date 
,Primary Care,03020,Philadelphia Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",58.5,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03021,Philadelphia Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",52.9,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03022,Philadelphia Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",56.5,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03023,Philadelphia Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",54.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03025,Philadelphia Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",54.2,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,07250,Pottstown Service Area,Medically Underserved Area,Pennsylvania,"Montgomery County, PA",58.7,Designated,Non-Rural,07/29/2002,07/29/2002
,Primary Care,03011,Renovo Service Area,Medically Underserved Area,Pennsylvania,"Clinton County, PA",56.6,Designated,Rural,07/12/1994,07/12/1994
,Primary Care,02996,Rome Service Area,Medically Underserved Area,Pennsylvania,"Bradford County, PA",60.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02999,Shamokin Service Area,Medically Underserved Area,Pennsylvania,"Northumberland County, PA | Schuylkill County, PA",57.1,Designated,Rural,11/07/1994,11/07/1994
,Primary Care,1422323401,Shenandoah MUA,Medically Underserved Area,Pennsylvania,"Schuylkill County, PA",57.7,Designated,Rural,10/20/2017,10/20/2017
,Primary Care,02955,Somerset Service Area,Medically Underserved Area,Pennsylvania,"Somerset County, PA",60.7,Designated,Rural,01/07/1981,05/04/1994
,Primary Care,03014,Somerset Service Area,Medically Underserved Area,Pennsylvania,"Somerset County, PA",58.3,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,07408,South Bethlehem Service Area,Medically Underserved Area,Pennsylvania,"Northampton County, PA",53.0,Designated,Non-Rural,05/05/2004,05/05/2004
,Primary Care,03001,Southampton Service Area,Medically Underserved Area,Pennsylvania,"Bedford County, PA",57.6,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,03033,State College Service Area,Medically Underserved Area,Pennsylvania,"Centre County, PA",58.0,Designated,Non-Rural,08/30/1994,08/30/1994
,Primary Care,03002,Steuben Service Area,Medically Underserved Area,Pennsylvania,"Crawford County, PA",54.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,07023,SULLIVAN SERVICE AREA,Medically Underserved Area,Pennsylvania,"Sullivan County, PA",58.1,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,1424154074,Susquehanna County,Medically Underserved Area,Pennsylvania,"Susquehanna County, PA",59.0,Designated,Rural,07/30/2020,07/30/2020
,Primary Care,03034,Union Service Area,Medically Underserved Area,Pennsylvania,"Centre County, PA",61.7,Designated,Non-Rural,08/30/1994,08/30/1994
,Primary Care,07714,Warsaw,Medically Underserved Area,Pennsylvania,"Jefferson County, PA",61.3,Designated,Rural,06/10/2009,06/10/2009
,Primary Care,07052,Washington  Service Area,Medically Underserved Area,Pennsylvania,"Washington County, PA",58.4,Designated,Non-Rural,04/07/1982,05/04/1994
,Primary Care,02949,Washington Service Area,Medically Underserved Area,Pennsylvania,"Washington County, PA",61.1,Designated,Non-Rural,04/07/1982,05/04/1994
,Primary Care,03015,Washington Service Area,Medically Underserved Area,Pennsylvania,"Washington County, PA",54.8,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02922,West Market/Cobbs Creek Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",54.6,Designated,Non-Rural,05/19/1994,07/12/1994
,Primary Care,04060,West Park/Market Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",43.3,Designated,Non-Rural,05/19/1994,07/12/1994
,Primary Care,07457,Western Perry Service Area,Medically Underserved Area,Pennsylvania,"Perry County, PA",59.8,Designated,Non-Rural,02/16/2005,02/16/2005
,Primary Care,07495,Western Williamsport Service Area,Medically Underserved Area,Pennsylvania,"Lycoming County, PA",58.4,Designated,Non-Rural,09/08/2005,09/08/2005
,Primary Care,03016,Westmoreland Service Area,Medically Underserved Area,Pennsylvania,"Westmoreland County, PA",57.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03006,Wood Service Area,Medically Underserved Area,Pennsylvania,"Huntingdon County, PA",54.3,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02921,Woodland Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",50.7,Designated,Non-Rural,05/19/1994,07/12/1994
,Primary Care,02916,Central Altoona Service Area,MUA – Governor’s Exception,Pennsylvania,"Blair County, PA",0.0,Designated,Non-Rural,07/01/1993,02/01/1994
,Primary Care,07318,Low Inc - Belzhoover,MUP Low Income,Pennsylvania,"Allegheny County, PA",45.4,Designated,Non-Rural,03/13/2003,03/13/2003
,Primary Care,03004,Low Inc - Chambersburg Service Area,MUP Low Income,Pennsylvania,"Franklin County, PA",51.3,Designated,Non-Rural,03/23/1994,03/23/1994
,Primary Care,02998,Low Inc - Easton Service Area,MUP Low Income,Pennsylvania,"Northampton County, PA",60.8,Designated,Non-Rural,05/12/1994,07/17/1995
,Primary Care,02991,Low Inc - Hill District Service Area,MUP Low Income,Pennsylvania,"Allegheny County, PA",44.9,Designated,Non-Rural,05/12/1994,08/18/1994
,Primary Care,05026,Low Inc - Norristown Service Area,MUP Low Income,Pennsylvania,"Montgomery County, PA",61.9,Designated,Non-Rural,03/22/1999,03/22/1999
,Primary Care,02962,Low Inc - Slickville Service Area,MUP Low Income,Pennsylvania,"Indiana County, PA",50.5,Designated,Rural,05/04/1994,04/19/1995
,Primary Care,02944,Low Inc - Southeast Lancaster Service Area,MUP Low Income,Pennsylvania,"Lancaster County, PA",51.6,Designated,Non-Rural,05/04/1994,06/03/1994
,Primary Care,07525,Low Inc - Stroudsburg,MUP Low Income,Pennsylvania,"Monroe County, PA",59.8,Designated,Non-Rural,03/23/2006,03/23/2006
,Primary Care,07344,Low Inc - Titusville / Oil City,MUP Low Income,Pennsylvania,"Venango County, PA",59.1,Designated,Rural,06/27/2003,06/27/2003
,Primary Care,07063,Low Inc - York City,MUP Low Income,Pennsylvania,"York County, PA",56.0,Designated,Non-Rural,02/05/2001,02/05/2001
,Primary Care,07095,Low Income - Mon Valley Sa,MUP Low Income,Pennsylvania,"Fayette County, PA | Washington County, PA | Westmoreland County, PA",54.9,Designated,Non-Rural,09/28/2001,09/28/2001
,Primary Care,05012,MFW & Non-English Speaking Hispanics,MUP Low Income,Pennsylvania,"Chester County, PA",54.6,Designated,Non-Rural,06/08/1998,06/08/1998
,Primary Care,07291,Med Ind - Warminster,MUP Other Population Governor’s Exception,Pennsylvania,"Bucks County, PA",0.0,Designated,Non-Rural,03/09/1987,03/09/1987
,Primary Care,03039,Central East Providence Service Area,Medically Underserved Area,Rhode Island,"Providence County, RI",61.9,Designated,Non-Rural,01/28/1992,02/04/1994
,Primary Care,03049,Central Falls/Pawtucket Service Area,Medically Underserved Area,Rhode Island,"Providence County, RI",60.4,Designated,Non-Rural,10/12/1994,10/12/1994
,Primary Care,03038,Northeastern Cranston Service Area,Medically Underserved Area,Rhode Island,"Providence County, RI",54.3,Designated,Non-Rural,10/28/1993,01/31/1994
,Primary Care,03048,Providence Service Area,Medically Underserved Area,Rhode Island,"Providence County, RI",54.2,Designated,Non-Rural,04/21/1982,05/04/1994
,Primary Care,03051,Providence Service Area,Medically Underserved Area,Rhode Island,"Providence County, RI",61.9,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,03043,West Side Newport Service Area,Medically Underserved Area,Rhode Island,"Newport County, RI",60.4,Designated,Non-Rural,04/08/1992,02/03/1994
,Primary Care,04070,West Warwick Service Area,Medically Underserved Area,Rhode Island,"Kent County, RI",58.3,Designated,Non-Rural,04/08/1992,02/03/1994
,Primary Care,03042,Low Inc - Narrangansett Service Area,MUA – Governor’s Exception,Rhode Island,"Washington County, RI",0.0,Designated,Non-Rural,04/09/1992,02/03/1994
,Primary Care,03044,Low Inc - Warren/Bristol Service Area,MUA – Governor’s Exception,Rhode Island,"Bristol County, RI",0.0,Designated,Non-Rural,04/22/1994,07/12/1994
,Primary Care,03047,Low Inc - Washington Service Area,MUA – Governor’s Exception,Rhode Island,"Washington County, RI",0.0,Designated,Non-Rural,04/22/1994,07/12/1994
,Primary Care,03046,Low Inc - Glocester/Foster/Burrillville,MUP Other Population Governor’s Exception,Rhode Island,"Providence County, RI",0.0,Designated,Non-Rural,04/22/1994,07/12/1994
,Primary Care,03045,Low Inc - Johnston/Smithfield/North S,MUP Other Population Governor’s Exception,Rhode Island,"Providence County, RI",0.0,Designated,Non-Rural,04/22/1994,07/12/1994
,Primary Care,03111,Aiken Service Area,Medically Underserved Area,South Carolina,"Aiken County, SC",54.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03053,ALLENDALE SERVICE AREA,Medically Underserved Area,South Carolina,"Allendale County, SC",55.9,Designated,Rural,09/28/1984,12/15/1999
,Primary Care,03073,Andrews Service Area,Medically Underserved Area,South Carolina,"Georgetown County, SC",58.4,Designated,Rural,09/15/1997,09/16/2008
,Primary Care,03054,Bamberg County,Medically Underserved Area,South Carolina,"Bamberg County, SC",55.8,Designated,Rural,09/28/1984,11/18/2008
,Primary Care,03055,BARNWELL SERVICE AREA,Medically Underserved Area,South Carolina,"Barnwell County, SC",56.0,Designated,Rural,09/28/1984,09/28/1984
,Primary Care,03099,Belton Division Service Area,Medically Underserved Area,South Carolina,"Anderson County, SC",61.3,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03100,Bethune Division Service Area,Medically Underserved Area,South Carolina,"Kershaw County, SC",50.1,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03114,Boykin Service Area,Medically Underserved Area,South Carolina,"Kershaw County, SC",0.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03052,Calhoun Falls Service Area,Medically Underserved Area,South Carolina,"Abbeville County, SC",58.5,Designated,Rural,09/15/1997,09/15/1997
,Primary Care,03060,CALHOUN SERVICE AREA,Medically Underserved Area,South Carolina,"Calhoun County, SC",55.6,Designated,Partially Rural,09/28/1984,09/28/1984
,Primary Care,03113,Chappells Service Area,Medically Underserved Area,South Carolina,"Newberry County, SC",0.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,03094,Charleston Service Area,Medically Underserved Area,South Carolina,"Charleston County, SC",55.7,Designated,Non-Rural,01/08/1982,05/04/1994
,Primary Care,03095,Charleston Service Area,Medically Underserved Area,South Carolina,"Charleston County, SC",60.3,Designated,Non-Rural,06/27/1979,05/04/1994
,Primary Care,03101,Charleston Service Area,Medically Underserved Area,South Carolina,"Charleston County, SC",55.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03102,Charleston Service Area,Medically Underserved Area,South Carolina,"Charleston County, SC",55.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03061,CHESTER SERVICE AREA,Medically Underserved Area,South Carolina,"Chester County, SC",44.8,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,03062,CHESTERFIELD SERVICE AREA,Medically Underserved Area,South Carolina,"Chesterfield County, SC",44.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,03063,CLARENDON SERVICE AREA,Medically Underserved Area,South Carolina,"Clarendon County, SC",59.5,Designated,Partially Rural,11/01/1978,05/07/2007
,Primary Care,03064,COLLETON SERVICE AREA,Medically Underserved Area,South Carolina,"Colleton County, SC",60.8,Designated,Rural,09/28/1984,09/28/1984
,Primary Care,03065,DARLINGTON SERVICE AREA,Medically Underserved Area,South Carolina,"Darlington County, SC",59.5,Designated,Partially Rural,07/10/1997,07/10/1997
,Primary Care,03066,DILLON SERVICE AREA,Medically Underserved Area,South Carolina,"Dillon County, SC",35.6,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,03067,DORCHESTER SERVICE AREA,Medically Underserved Area,South Carolina,"Dorchester County, SC",56.9,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,03068,EDGEFIELD SERVICE AREA,Medically Underserved Area,South Carolina,"Edgefield County, SC",39.6,Designated,Partially Rural,07/31/1984,07/31/1984
,Primary Care,03069,FAIRFIELD SERVICE AREA,Medically Underserved Area,South Carolina,"Fairfield County, SC",48.0,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,03096,Greenville Service Area,Medically Underserved Area,South Carolina,"Greenville County, SC",61.1,Designated,Non-Rural,04/06/1990,05/04/1994
,Primary Care,03108,Greenville Service Area,Medically Underserved Area,South Carolina,"Greenville County, SC",58.1,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03076,HAMPTON SERVICE AREA,Medically Underserved Area,South Carolina,"Hampton County, SC",49.6,Designated,Rural,09/28/1984,09/28/1984
,Primary Care,03077,HORRY SERVICE AREA,Medically Underserved Area,South Carolina,"Horry County, SC",54.6,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,07305,Inner City Florence,Medically Underserved Area,South Carolina,"Florence County, SC",58.2,Designated,Non-Rural,02/28/2003,02/28/2003
,Primary Care,03092,Inner City Greenwood Service Area,Medically Underserved Area,South Carolina,"Greenwood County, SC",37.5,Designated,Rural,10/28/1992,02/01/1994
,Primary Care,03078,JASPER SERVICE AREA,Medically Underserved Area,South Carolina,"Jasper County, SC",41.1,Designated,Non-Rural,09/28/1984,09/28/1984
,Primary Care,03071,Johnsonville Service Area,Medically Underserved Area,South Carolina,"Florence County, SC",54.2,Designated,Rural,07/10/1997,07/10/1997
,Primary Care,03070,Lake City Service Area,Medically Underserved Area,South Carolina,"Florence County, SC",61.4,Designated,Non-Rural,07/10/1997,07/10/1997
,Primary Care,03079,Lancaster Service Area,Medically Underserved Area,South Carolina,"Lancaster County, SC",49.3,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,03080,LEE SERVICE AREA,Medically Underserved Area,South Carolina,"Lee County, SC",29.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,03104,Lexington Service Area,Medically Underserved Area,South Carolina,"Lexington County, SC",59.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03105,Lexington Service Area,Medically Underserved Area,South Carolina,"Lexington County, SC",58.2,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03119,Lexington Service Area,Medically Underserved Area,South Carolina,"Lexington County, SC",57.8,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,07289,Lower Richland Service Area,Medically Underserved Area,South Carolina,"Richland County, SC",61.4,Designated,Non-Rural,01/23/2003,01/23/2003
,Primary Care,03083,MARLBORO SERVICE AREA,Medically Underserved Area,South Carolina,"Marlboro County, SC",38.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,03081,MCCORMICK SERVICE AREA,Medically Underserved Area,South Carolina,"McCormick County, SC",35.3,Designated,Rural,07/31/1984,07/31/1984
,Primary Care,03116,Newberry Service Area,Medically Underserved Area,South Carolina,"Newberry County, SC",0.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,03085,Northeast Columbus Service Area,Medically Underserved Area,South Carolina,"Richland County, SC",59.5,Designated,Non-Rural,08/10/1994,08/10/1994
,Primary Care,03072,Olanta/Sardis Service Area,Medically Underserved Area,South Carolina,"Florence County, SC",57.9,Designated,Non-Rural,07/10/1997,07/10/1997
,Primary Care,03084,ORANGEBURG SERVICE AREA,Medically Underserved Area,South Carolina,"Orangeburg County, SC",51.5,Designated,Rural,09/28/1984,09/28/1984
,Primary Care,07681,Pamplico,Medically Underserved Area,South Carolina,"Florence County, SC",60.5,Designated,Non-Rural,09/08/2008,09/08/2008
,Primary Care,03106,Pickens Service Area,Medically Underserved Area,South Carolina,"Pickens County, SC",61.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03107,Pickens Service Area,Medically Underserved Area,South Carolina,"Pickens County, SC",60.7,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,07517,Pickens Service Area,Medically Underserved Area,South Carolina,"Pickens County, SC",57.7,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,07518,Pickens Service Area,Medically Underserved Area,South Carolina,"Pickens County, SC",61.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03074,Plantersville Service Area,Medically Underserved Area,South Carolina,"Georgetown County, SC",59.0,Designated,Rural,09/15/1997,09/02/2008
,Primary Care,03118,Richland Service Area,Medically Underserved Area,South Carolina,"Richland County, SC",47.2,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03086,SALUDA SERVICE AREA,Medically Underserved Area,South Carolina,"Saluda County, SC",45.2,Designated,Partially Rural,07/31/1984,07/31/1984
,Primary Care,03075,Sampit-Santee Service Area,Medically Underserved Area,South Carolina,"Georgetown County, SC",61.1,Designated,Rural,09/15/1997,09/15/1997
,Primary Care,03057,Sheldon Service Area,Medically Underserved Area,South Carolina,"Beaufort County, SC",51.5,Designated,Non-Rural,07/10/1997,07/10/1997
,Primary Care,03093,South Anderson City Service Area,Medically Underserved Area,South Carolina,"Anderson County, SC",46.6,Designated,Non-Rural,06/18/1993,02/01/1994
,Primary Care,03091,South Spartanburg Service Area,Medically Underserved Area,South Carolina,"Spartanburg County, SC",53.7,Designated,Non-Rural,09/15/1993,01/31/1994
,Primary Care,03098,Spartanburg Service Area,Medically Underserved Area,South Carolina,"Spartanburg County, SC",52.2,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,03109,Spartanburg Service Area,Medically Underserved Area,South Carolina,"Spartanburg County, SC",61.0,Designated,Non-Rural,05/12/1994,05/12/1994
